"Year","Season","Reg No","Name","Tattoo","CED","CED Acc","BW","BW Acc","WW","WW Acc","YW","YW Acc","Milk","Milk Acc","Total Maternal","Growth Idx"
"2024","20240808","AP295658","ARTESIAN ELENA L310","L310","-1.393","0.11","2.312","0.275","49.024","0.17","87.3","0.027","26.482","0.061","50.994","93.131"
"2024","20240808","AF101","DAI-HACHI 8 MARUNAMI","FJ461Z","4.437","0.524","-0.25","0.756","13.552","0.612","41.516","0.126","25.053","0.46","31.828999","69.418"
"2024","20240808","AF10711","HEARTBRAND H7667R","H7667R","4.101","0.416","1.784","0.62","44.036","0.429","80.358","0.074","22.547","0.292","44.565002","87.916"
"2024","20240808","AF1266","HEARTBRAND H1010P","H1010P","10.101","0.417","-2.22","0.619","34.032","0.448","66.198","0.077","19.911","0.332","36.927002","76.306"
"2024","20240808","AF6941","HEARTBRAND P0395S","P0395S","-1.619","0.411","1.764","0.623","28.265","0.454","60.535","0.081","20.834","0.246","34.9665","84.39"
"2024","20240808","AF233","HEARTBRAND T0068L","T0068L","-3.91","0.528","2.273","0.728","30.888","0.555","62.752","0.12","23.296","0.457","38.739998","58.651"
"2024","20240808","AF6910","HEARTBRAND H0002N","H0002N","-3.619","0.152","1.685","0.139","46.099","0.145","82.57","0.023","21.588","0.127","44.637497","83.865"
"2024","20240808","AF3540","HEARTBRAND T3167R","T3167R","0.066","0.312","1.161","0.423","35.869","0.313","69.847","0.084","25.906","0.257","43.8405","76.46"
"2024","20240808","AF7902","HEARTBRAND V7405U","V7405U","5.761","0.246","0.986","0.335","24.913","0.208","55.326","0.038","24.956","0.162","37.4125","60.217"
"2024","20240808","AF7291","HEARTBRAND V7022U","V7022U","-1.162","0.241","0.586","0.265","38.967","0.241","74.001","0.043","23.619","0.189","43.1025","89.29"
"2024","20240808","AF8035","HEARTBRAND V7504U","V7504U","4.01","0.29","0.508","0.387","41.974","0.304","76.509","0.061","22.189","0.254","43.176","69.694"
"2024","20240808","AF14015","HEARTBRAND 9315X","9315X","2.694","0.272","1.107","0.385","33.368","0.215","65.863","0.042","22.292","0.122","38.975998","66.456"
"2024","20240808","AF16890","TWINWOOD 0386Y","0386Y","-0.075","0.33","4.658","0.472","50.94","0.311","89.622","0.052","25.598","0.184","51.068","83.692"
"2024","20240808","EAF128754","BALD RIDGE AISURU","CCCFH0025","0.303","0.09","1.887","0.152","32.916","0.111","66.26","0.017","25.553","0.055","42.011","74.96"
"2024","20240808","3A55457","RANCHO ESPUELA 174A","174A","-1.129","0.154","1.72","0.187","46.208","0.152","82.848","0.025","25.6","0.105","48.704002","79.065"
"2024","20240808","AF77866","HEARTBRAND 6279B","6279B","1.797","0.273","2.512","0.436","31.212","0.294","64.358","0.052","29.065","0.206","44.671","69.617"
"2024","20240808","1T84276","ARTESIAN 501","501","0.63","0.115","0.149","0.081","47.262","0.06","84.208","0.01","25.92","0.042","49.551003","86.447"
"2024","20240808","1T84272","ARTESIAN 505","505","0.63","0.115","0.149","0.081","47.262","0.06","84.208","0.01","25.92","0.042","49.551003","86.447"
"2024","20240808","1T84266","ARTESAIN 511","511","-6.16","0.096","1.472","0.083","43.82","0.067","79.803","0.011","25.37","0.051","47.28","78.749"
"2024","20240808","AF77835","HEARTBRAND 5820C","5820C","-3.354","0.258","3.497","0.425","46.455","0.267","84.176","0.045","29.341","0.181","52.5685","83.608"
"2024","20240808","1T94620","ARTESIAN C027116089","6089","-5.556","0.108","3.631","0.083","49.272","0.069","87.738","0.012","28.029","0.045","52.665","86.99"
"2024","20240808","1T94622","ARTESIAN C027116091","6091","-2.967","0.092","2.064","0.079","45.212","0.056","81.285","0.011","24.341","0.046","46.947","73.591"
"2024","20240808","1T94681","ARTESIAN C027116151","6151","-5.854","0.114","1.465","0.078","43.067","0.052","78.627","0.01","25.212","0.041","46.7455","74.453"
"2024","20240808","1T94676","ARTESIAN C027116146","6146","-3.061","0.071","1.56","0.054","44.099","0.049","80.073","0.008","23.567","0.038","45.6165","80.263"
"2024","20240808","1T94716","ARTESIAN C027116184","6184","-6.22","0.123","1.959","0.057","39.716","0.049","73.687","0.01","25.529","0.031","45.387","56.68"
"2024","20240808","1T94721","ARTESIAN C027116189","6189","-5.943","0.195","1.959","0.057","39.716","0.049","73.687","0.01","25.529","0.031","45.387","56.68"
"2024","20240808","1T94729","ARTESIAN C027116197","6197","-6.22","0.123","1.959","0.057","39.716","0.049","73.687","0.01","25.529","0.031","45.387","56.68"
"2024","20240808","1T94722","ARTESIAN C027116190","6190","-6.22","0.123","1.959","0.057","39.716","0.049","73.687","0.01","25.529","0.031","45.387","56.68"
"2024","20240808","1T94742","ARTESIAN C027116210","6210","-2.967","0.092","2.064","0.079","45.212","0.056","81.285","0.011","24.341","0.046","46.947","73.591"
"2024","20240808","1T94747","ARTESIAN C027116215","6215","-2.967","0.092","2.064","0.079","45.212","0.056","81.285","0.011","24.341","0.046","46.947","73.591"
"2024","20240808","1T104869","ARTESIAN C0271166229","6229","-2.35","0.114","1.356","0.088","43.826","0.058","79.483","0.011","23.801","0.036","45.714","75.95"
"2024","20240808","1T94662","ARTESIAN C027116132","6132","-3.799","0.117","2.326","0.077","46.362","0.054","83.911","0.011","26.237","0.037","49.418","91.556"
"2024","20240808","AF87227","HEARTBRAND 7976D","7976D","5.702","0.234","1.033","0.337","41.115","0.207","77.687","0.037","26.762","0.131","47.3195","100.963"
"2024","20240808","AF88543","HEARTBRAND 7661D","7661D","3.967","0.284","-0.21","0.38","44.084","0.282","79.374","0.052","21.509","0.172","43.551003","78.971"
"2024","20240808","1T110149","7044","7044","-0.375","0.197","0.9","0.089","41.103","0.061","76.96","0.01","26.9","0.041","47.4515","87.97"
"2024","20240808","1T110159","7005","7005","-4.927","0.187","2.121","0.076","41.839","0.051","77.366","0.009","27.296","0.039","48.2155","72.536"
"2024","20240808","AF91289","MCC 6871","6871","2.709","0.263","3.001","0.301","39.93","0.235","75.677","0.046","27.006","0.189","46.971","81.674"
"2024","20240808","AF91302","MCC 6875","6875","0.345","0.191","3.249","0.346","45.936","0.226","83.437","0.04","28.291","0.161","51.259003","84.743"
"2024","20240808","1T110202","7049","7049","-0.457","0.198","0.9","0.089","41.103","0.061","76.96","0.01","26.9","0.041","47.4515","87.97"
"2024","20240808","1T110090","7129","7129","-5.73","0.187","1.465","0.078","43.067","0.052","78.627","0.01","25.212","0.041","46.7455","74.453"
"2024","20240808","1T110223","7024","7024","-5.466","0.183","3.631","0.083","49.272","0.069","87.738","0.012","28.029","0.045","52.665","86.99"
"2024","20240808","1T110213","7051","7051","-5.466","0.183","3.631","0.083","49.272","0.069","87.738","0.012","28.029","0.045","52.665","86.99"
"2024","20240808","1T110272","7124","7124","-5.466","0.183","3.631","0.083","49.272","0.069","87.738","0.012","28.029","0.045","52.665","86.99"
"2024","20240808","1T110181","7165","7165","-5.291","0.185","1.69","0.076","43.625","0.045","79.223","0.008","25.834","0.028","47.6465","70.594"
"2024","20240808","1T110248","7166","7166","-5.402","0.186","1.69","0.076","43.625","0.045","79.223","0.008","25.834","0.028","47.6465","70.594"
"2024","20240808","1T110148","7167","7167","-5.291","0.185","1.69","0.076","43.625","0.045","79.223","0.008","25.834","0.028","47.6465","70.594"
"2024","20240808","1T110257","7168","7168","-6.152","0.19","2.544","0.082","46.818","0.065","84.155","0.015","25.414","0.05","48.822998","86.189"
"2024","20240808","1T110281","7173","7173","-5.402","0.186","1.69","0.076","43.625","0.045","79.223","0.008","25.834","0.028","47.6465","70.594"
"2024","20240808","1T110228","7174","7174","-6.152","0.19","2.544","0.082","46.818","0.065","84.155","0.015","25.414","0.05","48.822998","86.189"
"2024","20240808","1T110028","7175","7175","-5.493","0.112","1.69","0.076","43.625","0.045","79.223","0.008","25.834","0.028","47.6465","70.594"
"2024","20240808","1T110135","7177","7177","-5.377","0.186","1.69","0.076","43.625","0.045","79.223","0.008","25.834","0.028","47.6465","70.594"
"2024","20240808","1T110263","7179","7179","-5.402","0.186","1.69","0.076","43.625","0.045","79.223","0.008","25.834","0.028","47.6465","70.594"
"2024","20240808","1T110041","7083","7083","-5.127","0.114","2.121","0.076","41.839","0.051","77.366","0.009","27.296","0.039","48.2155","72.536"
"2024","20240808","1T110244","7187","7187","-6.152","0.19","2.544","0.082","46.818","0.065","84.155","0.015","25.414","0.05","48.822998","86.189"
"2024","20240808","1T110171","6239","6239","-3.628","0.189","2.326","0.077","46.362","0.054","83.911","0.011","26.237","0.037","49.418","91.556"
"2024","20240808","1T110164","7045","7045","-3.628","0.189","2.326","0.077","46.362","0.054","83.911","0.011","26.237","0.037","49.418","91.556"
"2024","20240808","1T110170","7076","7076","-3.628","0.189","2.326","0.077","46.362","0.054","83.911","0.011","26.237","0.037","49.418","91.556"
"2024","20240808","1T110183","7086","7086","-3.628","0.189","2.326","0.077","46.362","0.054","83.911","0.011","26.237","0.037","49.418","91.556"
"2024","20240808","1T110231","7004","7004","-0.457","0.198","0.9","0.089","41.103","0.061","76.96","0.01","26.9","0.041","47.4515","87.97"
"2024","20240808","1T110261","7061","7061","-6.118","0.195","1.959","0.057","39.716","0.049","73.687","0.01","25.529","0.031","45.387","56.68"
"2024","20240808","1T110243","7253","7253","-6.118","0.195","1.959","0.057","39.716","0.049","73.687","0.01","25.529","0.031","45.387","56.68"
"2024","20240808","1T110260","7128","7128","-3.731","0.19","2.326","0.077","46.362","0.054","83.911","0.011","26.237","0.037","49.418","91.556"
"2024","20240808","1T110242","7137","7137","-3.731","0.19","2.326","0.077","46.362","0.054","83.911","0.011","26.237","0.037","49.418","91.556"
"2024","20240808","1T110250","7095","7095","-5.039","0.188","2.121","0.076","41.839","0.051","77.366","0.009","27.296","0.039","48.2155","72.536"
"2024","20240808","1T110208","7193","7193","-5.402","0.186","1.69","0.076","43.625","0.045","79.223","0.008","25.834","0.028","47.6465","70.594"
"2024","20240808","1T110209","7198","7198","-5.402","0.186","1.69","0.076","43.625","0.045","79.223","0.008","25.834","0.028","47.6465","70.594"
"2024","20240808","1T110165","7011","7011","-3.628","0.189","2.326","0.077","46.362","0.054","83.911","0.011","26.237","0.037","49.418","91.556"
"2024","20240808","1T124659","7317","7317","-6.22","0.123","1.959","0.057","39.716","0.049","73.687","0.01","25.529","0.031","45.387","56.68"
"2024","20240808","1T124661","7304","7304","-5.854","0.114","1.465","0.078","43.067","0.052","78.627","0.01","25.212","0.041","46.7455","74.453"
"2024","20240808","1T124654","7305","7305","-5.493","0.112","1.69","0.076","43.625","0.045","79.223","0.008","25.834","0.028","47.6465","70.594"
"2024","20240808","1T124651","7308","7308","-5.493","0.112","1.69","0.076","43.625","0.045","79.223","0.008","25.834","0.028","47.6465","70.594"
"2024","20240808","1T124664","7324","7324","-5.493","0.112","1.69","0.076","43.625","0.045","79.223","0.008","25.834","0.028","47.6465","70.594"
"2024","20240808","AF106006","CROSSWINDS 7A01","7A01","6.343","0.163","1.776","0.193","37.902","0.14","71.778","0.023","20.753","0.085","39.704002","72.304"
"2024","20240808","1T110188","7006","7006","-0.483","0.127","0.9","0.089","41.103","0.061","76.96","0.01","26.9","0.041","47.4515","87.97"
"2024","20240808","1T128324","ARTESIAN CATTLE C0271188054","8054","0.63","0.115","0.149","0.081","47.262","0.06","84.208","0.01","25.92","0.042","49.551003","86.447"
"2024","20240808","1T128350","ARTESIAN CATTLE C0271188080","8080","-3.799","0.117","2.326","0.077","46.362","0.054","83.911","0.011","26.237","0.037","49.418","91.556"
"2024","20240808","1T128363","ARTESIAN CATTLE C0271188093","8093","-0.483","0.127","0.9","0.089","41.103","0.061","76.96","0.01","26.9","0.041","47.4515","87.97"
"2024","20240808","1T128366","ARTESIAN CATTLE C0271188096","8096","-6.22","0.123","1.959","0.057","39.716","0.049","73.687","0.01","25.529","0.031","45.387","56.68"
"2024","20240808","1T128372","ARTESIAN CATTLE C0271188102","8102","-6.22","0.123","1.959","0.057","39.716","0.049","73.687","0.01","25.529","0.031","45.387","56.68"
"2024","20240808","1T151580","ARTESIAN CATTLE 8192","8192","-3.64","0.083","1.616","0.075","48.008","0.053","85.699","0.009","27.755","0.038","51.759","87.347"
"2024","20240808","1T151583","ARTESIAN CATTLE 8195","8195","-3.552","0.163","1.616","0.075","48.008","0.053","85.699","0.009","27.755","0.038","51.759","87.347"
"2024","20240808","1T143027","ARTESIAN 8168","8168","-4.638","0.067","1.731","0.076","39.419","0.054","74.53","0.008","29.118","0.03","48.8275","73.753"
"2024","20240808","1T143028","ARTESIAN 8169","8169","-3.64","0.083","1.616","0.075","48.008","0.053","85.699","0.009","27.755","0.038","51.759","87.347"
"2024","20240808","1T143029","ARTESIAN 8170","8170","-5.829","0.078","1.888","0.081","44.76","0.069","81.421","0.011","29.428","0.034","51.808","78.074"
"2024","20240808","1T143031","ARTESIAN 8172","8172","-3.64","0.083","1.616","0.075","48.008","0.053","85.699","0.009","27.755","0.038","51.759","87.347"
"2024","20240808","1T143032","ARTESIAN 8173","8173","-4.479","0.049","1.157","0.042","41.439","0.028","76.617","0.005","25.261","0.019","45.9805","75.67"
"2024","20240808","1T143033","ARTESIAN 8174","8174","-3.64","0.083","1.616","0.075","48.008","0.053","85.699","0.009","27.755","0.038","51.759","87.347"
"2024","20240808","1T143034","ARTESIAN 8175","8175","-5.829","0.078","1.888","0.081","44.76","0.069","81.421","0.011","29.428","0.034","51.808","78.074"
"2024","20240808","1T151613","ARTESIAN CATTLE 9024","9024","-2.28","0.187","1.356","0.088","43.826","0.058","79.483","0.011","23.801","0.036","45.714","75.95"
"2024","20240808","1T151615","ARTESIAN CATTLE 9026","9026","0.236","0.093","0.154","0.077","39.82","0.055","75.27","0.009","26.583","0.042","46.493","89.834"
"2024","20240808","1T151664","ARTESIAN CATTLE 9077","9077","0.664","0.188","0.149","0.081","47.262","0.06","84.208","0.01","25.92","0.042","49.551003","86.447"
"2024","20240808","1T151686","ARTESIAN CATTLE 9101","9101","-3.707","0.19","2.326","0.077","46.362","0.054","83.911","0.011","26.237","0.037","49.418","91.556"
"2024","20240808","1T151688","ARTESIAN CATTLE 9103","9103","-3.707","0.19","2.326","0.077","46.362","0.054","83.911","0.011","26.237","0.037","49.418","91.556"
"2024","20240808","1T151689","ARTESIAN CATTLE 9104","9104","-6.091","0.195","1.959","0.057","39.716","0.049","73.687","0.01","25.529","0.031","45.387","56.68"
"2024","20240808","1T171510","ARTESIAN 9228","9228","-3.392","0.058","1.947","0.076","43.603","0.047","79.828","0.008","26.206","0.034","48.0075","80.628"
"2024","20240808","1T171514","ARTESIAN 9232-919","9232","-0.463","0.103","0.384","0.081","46.94","0.059","83.453","0.01","23.529","0.042","46.999","83.066"
"2024","20240808","AF170039","HEARTBRAND 3494G","3494G","5.95","0.293","1.383","0.378","44.101","0.262","80.591","0.042","25.998","0.128","48.0485","86.24"
"2024","20240808","1T171543","ARTESIAN 9261","9261","-6.252","0.117","2.544","0.082","46.818","0.065","84.155","0.015","25.414","0.05","48.822998","86.189"
"2024","20240808","AF168220","HEARTBRAND 3416G","3416G","2.33","0.279","1.583","0.372","34.379","0.246","67.573","0.039","23.755","0.118","40.9445","70.37"
"2024","20240808","AF173156","HEARTBRAND 3553G","3553G","8.184","0.304","0.542","0.37","40.933","0.267","76.192","0.043","22.534","0.153","43.0005","87.042"
"2024","20240808","1T186073","ARTESIAN CATTLE 0136","0136","-6.078","0.194","1.959","0.057","39.716","0.049","73.687","0.01","25.529","0.031","45.387","56.68"
"2024","20240808","1T186108","ARTESIAN CATTLE 0056","0056","-2.27","0.187","1.356","0.088","43.826","0.058","79.483","0.011","23.801","0.036","45.714","75.95"
"2024","20240808","1T186118","ARTESIAN CATTLE 0017","0017","-2.27","0.187","1.356","0.088","43.826","0.058","79.483","0.011","23.801","0.036","45.714","75.95"
"2024","20240808","1T186129","ARTESIAN CATTLE 0020","0020","-2.28","0.187","1.356","0.088","43.826","0.058","79.483","0.011","23.801","0.036","45.714","75.95"
"2024","20240808","1T186128","ARTESIAN CATTLE 0127","0127","0.673","0.188","0.149","0.081","47.262","0.06","84.208","0.01","25.92","0.042","49.551003","86.447"
"2024","20240808","1T186122","ARTESIAN CATTLE 0035","0035","-0.428","0.197","0.9","0.089","41.103","0.061","76.96","0.01","26.9","0.041","47.4515","87.97"
"2024","20240808","1T186096","ARTESIAN CATTLE 0148","0148","-0.406","0.178","0.384","0.081","46.94","0.059","83.453","0.01","23.529","0.042","46.999","83.066"
"2024","20240808","1T186121","ARTESIAN CATTLE 0120","0120","-0.428","0.197","0.9","0.089","41.103","0.061","76.96","0.01","26.9","0.041","47.4515","87.97"
"2024","20240808","1T186083","ARTESIAN CATTLE 0077","0077","-5.716","0.187","1.465","0.078","43.067","0.052","78.627","0.01","25.212","0.041","46.7455","74.453"
"2024","20240808","1T209819","ARTESIAN 0221","0221","-3.799","0.117","2.326","0.077","46.362","0.054","83.911","0.011","26.237","0.037","49.418","91.556"
"2024","20240808","1T209827","ARTESIAN 0229","0229","-4.479","0.049","1.157","0.042","41.439","0.028","76.617","0.005","25.261","0.019","45.9805","75.67"
"2024","20240808","1T209839","ARTESIAN 0248","0248","-3.799","0.117","2.326","0.077","46.362","0.054","83.911","0.011","26.237","0.037","49.418","91.556"
"2024","20240808","AF197130","HEARTBRAND 4971H","4971H","3.494","0.192","3.708","0.343","44.105","0.217","80.948","0.035","25.78","0.078","47.8325","83.003"
"2024","20240808","AF178218","0A05","0A05","0.279","0.174","2.372","0.319","40.737","0.197","75.781","0.034","23.423","0.116","43.7915","74.232"
"2024","20240808","AF178224","0A11","0A11","3.008","0.176","1.556","0.327","36.474","0.177","70.803","0.03","26.475","0.077","44.711998","77.571"
"2024","20240808","AF178223","0A10","0A10","0.718","0.17","2.238","0.295","34.703","0.183","68.727","0.034","27.216","0.09","44.567497","75.317"
"2024","20240808","AF237291","ARTESIAN S5296S J11","J11","1.355","0.2","2.343","0.293","37.523","0.219","71.496","0.04","22.03","0.139","40.7915","70.96"
"2024","20240808","AF237290","ARTESIAN S5296S J13","J13","1.526","0.2","1.915","0.293","31.181","0.219","63.289","0.04","22.705","0.139","38.2955","64.496"
"2024","20240808","AJ114","DAI-NI 2 SHIGENAMI TOKKYU 27","TOK 27","0.489","0.195","1.818","0.19","40.249","0.193","74.578","0.038","24.453","0.166","44.5775","63.549"
"2024","20240808","AF11041","MCC 725Y","725Y","-1.238","0.349","3.407","0.556","50.877","0.393","89.865","0.093","29.222","0.272","54.6605","88.551"
"2024","20240808","AF3458","HEARTBRAND BARBARA B3518R","B3518R","-4.516","0.454","6.988","0.721","50.781","0.551","89.257","0.099","21.724","0.275","47.114502","77.383"
"2024","20240808","AF146","HEARTBRAND T0923J","T0923J","-4.387","0.468","1.146","0.758","34.669","0.538","69.134","0.116","25.576","0.422","42.9105","91.463"
"2024","20240808","AF13782","HEARTBRAND 9082X","9082X","3.01","0.246","1.246","0.395","40.274","0.253","75.46","0.045","24.115","0.158","44.252","82.635"
"2024","20240808","EAF80400","KAEDEMARU 2","54","0.053","0.344","2.051","0.483","50.213","0.357","88.118","0.085","23.439","0.238","48.5455","87.683"
"2024","20240808","AF2794","HEARTBRAND H2530R","H2530R","4.589","0.392","2.381","0.686","33.076","0.48","65.245","0.083","20.647","0.352","37.184998","59.087"
"2024","20240808","AF1375","HEARTBRAND Z1118P","Z1118P","4.88","0.451","0.246","0.656","30.337","0.491","62.983","0.08","34.673","0.262","49.8415","63.811"
"2024","20240808","AF11079","MCC 728Y","728Y","0.696","0.285","1.964","0.359","35.127","0.335","67.777","0.064","19.564","0.275","37.1275","62.83"
"2024","20240808","AF2666","MYERS-COOPER QUEEN S2409R","S2409R","5.229","0.42","2.083","0.637","52.374","0.471","90.082","0.088","20.631","0.329","46.818","79.448"
"2024","20240808","AF10053","HEARTBRAND 9006X CAPTAIN RON","9006X","9.464","0.624","-0.131","0.799","46.635","0.637","82.549","0.107","26.922","0.314","50.239502","69.271"
"2024","20240808","AF4629","HEARTBRAND V5909S","V5909S","-2.159","0.513","4.669","0.661","36.351","0.503","71.729","0.091","29.189","0.27","47.364502","79.181"
"2024","20240808","AF7218","HEARTBRAND V6339T","V6339T","-0.643","0.335","2.11","0.483","37.708","0.35","71.671","0.087","24.13","0.208","42.984","67.204"
"2024","20240808","AF9647","HEARTBRAND S0543F","S0543F","4.451","0.305","1.142","0.418","22.307","0.326","51.199","0.065","20.8","0.251","31.953499","50.02"
"2024","20240808","AF263","HEARTBRAND B0004M","B0004M","-0.62","0.428","2.626","0.634","44.683","0.483","82.411","0.087","26.556","0.36","48.8975","100.372"
"2024","20240808","AF655","HEARTBRAND H0395N","H0395N","0.415","0.338","4.063","0.484","31.901","0.378","64.133","0.064","20.422","0.305","36.3725","58.473"
"2024","20240808","AF813","HEARTBRAND H0554N","H0554N","0.748","0.355","1.37","0.554","47.493","0.407","84.471","0.071","20.236","0.29","43.9825","91.076"
"2024","20240808","AF643","HEARTBRAND C0383N","C0383N","6.535","0.394","0.445","0.688","12.932","0.474","40.995","0.082","28.071","0.333","34.537","65.436"
"2024","20240808","AF509","HEARTBRAND T0225N","T0225N","2.048","0.313","-0.132","0.588","19.886","0.39","47.958","0.094","20.315","0.229","30.258","51.767"
"2024","20240808","AF2246","HEARTBRAND T1986P","T1986P","-2.953","0.35","0.921","0.419","26.651","0.313","56.984","0.083","24.75","0.249","38.0755","51.828"
"2024","20240808","AF1534","HEARTBRAND T1267P","T1267P","1.861","0.327","0.743","0.48","35.841","0.351","69.172","0.088","23.591","0.293","41.511497","70.493"
"2024","20240808","AF1430","HEARTBRAND B1172P","B1172P","-0.656","0.253","1.855","0.382","39.189","0.302","74.019","0.058","25.15","0.21","44.7445","76.18"
"2024","20240808","AF3436","HEARTBRAND S3105R","S3105R","3.721","0.485","2.259","0.67","40.814","0.49","75.508","0.094","26.163","0.404","46.57","62.869"
"2024","20240808","AF3886","HEARTBRAND S3385R","S3385R","-0.717","0.377","3.729","0.499","33.685","0.365","65.604","0.072","18.188","0.317","35.030502","50.277"
"2024","20240808","AF3277","HEARTBRAND S2962R","S2962R","6.572","0.314","-0.067","0.432","39.817","0.303","72.687","0.061","17.02","0.266","36.9285","59.891"
"2024","20240808","AF3310","HEARTBRAND S2988R","S2988R","5.525","0.41","1.291","0.55","37.652","0.352","71.005","0.069","21.861","0.288","40.687","63.676"
"2024","20240808","AF4740","HEARTBRAND S4205S","S4205S","-1.93","0.331","5.178","0.481","44.877","0.348","80.953","0.071","22.54","0.287","44.9785","64.766"
"2024","20240808","AF5511","HEARTBRAND S4961S","S4961S","3.169","0.466","4.956","0.643","39.259","0.454","73.951","0.084","23.881","0.252","43.510498","62.003"
"2024","20240808","AF5632","HEARTBRAND S5191S","S5191S","6.353","0.353","-0.383","0.473","39.478","0.293","73.319","0.059","21.854","0.227","41.593002","72.141"
"2024","20240808","AF6432","HEARTBRAND T6023T","T6023T","-1.874","0.521","3.868","0.681","42.362","0.497","78.543","0.112","25.872","0.26","47.053","77.442"
"2024","20240808","AF6051","HEARTBRAND S5595T","S5595T","2.875","0.314","2.184","0.411","41.791","0.327","76.385","0.064","20.234","0.273","41.1295","67.842"
"2024","20240808","AF7589","HEARTBRAND B7083U","B7083U","0.89","0.493","1.419","0.778","38.775","0.58","74.314","0.104","28.042","0.303","47.4295","87.889"
"2024","20240808","AF8267","HEARTBRAND V6825U","V6825U","1.378","0.351","1.611","0.404","38.928","0.294","74.165","0.083","25.273","0.269","44.737","85.781"
"2024","20240808","AF8464","HEARTBRAND V7146W","V7146W","0.198","0.384","3.411","0.696","25.831","0.48","56.777","0.088","24.197","0.26","37.1125","56.974"
"2024","20240808","AF19339","HEARTBRAND 9973Y","9973Y","3.871","0.498","-0.515","0.65","36.27","0.437","68.522","0.087","21.488","0.244","39.623","57.733"
"2024","20240808","AF33724","MCC 7A976","7A976","0.497","0.211","3.667","0.381","27.841","0.264","59.786","0.044","24.654","0.172","38.5745","64.902"
"2024","20240808","AF40808","HEARTBRAND 2439Z","2439Z","1.601","0.489","3.017","0.715","44.273","0.526","81.378","0.094","23.644","0.3","45.7805","94.08"
"2024","20240808","AF21759","MCC 7209Z","7209Z","-3.571","0.283","2.869","0.507","52.928","0.34","91.123","0.057","21.067","0.176","47.531","81.928"
"2024","20240808","AF35081","HEARTBRAND 2060A","2060A","4.709","0.278","1.359","0.233","37.368","0.2","70.856","0.034","18.334","0.159","37.017998","73.659"
"2024","20240808","AF68068","MCC5726","5726","3.057","0.269","1.463","0.406","27.162","0.271","58.224","0.043","27.661","0.161","41.242","55.548"
"2024","20240808","AF110","SHIGEMARU","HB 457","7.115","0.862","1.742","0.94","41.261","0.881","74.482","0.165","19.842","0.809","40.4725","47.055"
"2024","20240808","AF114","BIG AL","HB502E","1.558","0.828","1.558","0.935","40.416","0.869","76.018","0.161","23.44","0.784","43.648003","89.653"
"2024","20240808","AF107","HIKARI","HB 830","3.553","0.767","1.611","0.911","41.368","0.817","75.849","0.139","14.377","0.699","35.061","80.861"
"2024","20240808","AF109","TAMAMARU","HB 459","-0.876","0.859","1.786","0.947","37.184","0.888","71.329","0.167","25.282","0.822","43.874","72.217"
"2024","20240808","AF6809","JUDO 1223","FJ102F","-2.275","0.537","-0.967","0.76","40.752","0.599","74.733","0.098","29.337","0.29","49.712997","58.198"
"2024","20240808","AF123","HEARTBRAND H0518E","H0518E","6.639","0.784","0.898","0.904","43.487","0.817","81.784","0.151","23.659","0.69","45.4025","129.078"
"2024","20240808","AF4533","HEARTBRAND CHARLIE C4037S","C4037S","16.114","0.751","-1.705","0.855","32.923","0.733","68.009","0.133","28.478","0.499","44.9395","117.842"
"2024","20240808","AF6808","RUESHAW 430","FJ101E","-0.454","0.529","2.22","0.787","55.71","0.621","95.869","0.094","36.317","0.295","64.172","81.62"
"2024","20240808","AF7269","HEARTBRAND KC S6386U","S6386U","13.814","0.722","-2.976","0.881","48.845","0.769","84.45","0.14","19.806","0.518","44.2285","79.176"
"2024","20240808","AF9730","HBB PINEHURST 8675X","8675X","3.536","0.715","-0.355","0.835","32.302","0.666","64.602","0.114","27.793","0.358","43.944","63.912"
"2024","20240808","AF50112","HEARTBRAND 3458B","3458B","12.57","0.653","1.314","0.784","50.151","0.591","89.472","0.102","24.653","0.208","49.7285","115.369"
"2024","20240808","AF49247","HEARTBRAND 2541A","2541A","0.419","0.704","3.049","0.815","42.967","0.612","79.412","0.096","35.054","0.25","56.5375","66.589"
"2024","20240808","AF42330","HEARTBRAND 2163A","2163A","0.42","0.519","2.483","0.343","32.848","0.207","65.442","0.041","25.791","0.165","42.215","58.205"
"2024","20240808","AF41433","HEARTBRAND EL JEFE 2019A","2019A","4.239","0.509","-0.234","0.769","32.985","0.549","65.167","0.089","23.891","0.21","40.3835","65.218"
"2024","20240808","AF42333","HEARTBRAND 2161A","2161A","-1.089","0.488","1.171","0.36","35.303","0.209","67.965","0.049","21.625","0.17","39.2765","62.039"
"2024","20240808","AF42320","BEEMAN 0704Z","0704Z","6.182","0.502","0.953","0.414","36.822","0.236","69.676","0.049","18.802","0.15","37.212997","65.032"
"2024","20240808","AF47127","HEARTBRAND 2668A","2668A","-0.407","0.215","2.876","0.344","39.17","0.192","73.727","0.038","23.295","0.119","42.879997","70.089"
"2024","20240808","EAF124671","GK4 RUESHAMARU","GK4","-1.532","0.315","3.503","0.488","52.809","0.326","91.933","0.055","29.985","0.132","56.3895","80.854"
"2024","20240808","AF61154","HEARTBRAND RAYMOND REDDINGTON 3186A ET","3186A","0.657","0.564","5.088","0.733","36.088","0.501","69.903","0.091","25.844","0.235","43.888","55.315"
"2024","20240808","AF47827","HEARTBRAND 3087A","3087A","4.023","0.226","2.134","0.344","36.375","0.192","70.365","0.038","23.612","0.142","41.7995","74.389"
