"animal_registration","phn","animal_name","sire","sire_phn","sire_name","dam","dam_phn","dam_name","sire_sire","sire_sire_phn","sire_sire_name","sire_dam","sire_dam_phn","sire_dam_name","dam_sire","dam_sire_phn","dam_sire_name","dam_dam","dam_dam_phn","dam_dam_name","sire_sire_sire","sire_sire_sire_phn","sire_sire_sire_name","sire_sire_dam","sire_sire_dam_phn","sire_sire_dam_name","sire_dam_sire","sire_dam_sire_phn","sire_dam_sire_name","sire_dam_dam","sire_dam_dam_phn","sire_dam_dam_name","dam_sire_sire","dam_sire_sire_phn","dam_sire_sire_name","dam_sire_dam","dam_sire_dam_phn","dam_sire_dam_name","dam_dam_sire","dam_dam_sire_phn","dam_dam_sire_name","dam_dam_dam","dam_dam_dam_phn","dam_dam_dam_name","sire_sire_sire_sire","sire_sire_sire_sire_phn","sire_sire_sire_sire_name","sire_sire_sire_dam","sire_sire_sire_dam_phn","sire_sire_sire_dam_name","sire_sire_dam_sire","sire_sire_dam_sire_phn","sire_sire_dam_sire_name","sire_sire_dam_dam","sire_sire_dam_dam_phn","sire_sire_dam_dam_name","dam_sire_sire_sire","dam_sire_sire_sire_phn","dam_sire_sire_sire_name","dam_sire_sire_dam","dam_sire_sire_dam_phn","dam_sire_sire_dam_name","dam_sire_dam_sire","dam_sire_dam_sire_phn","dam_sire_dam_sire_name","dam_sire_dam_dam","dam_sire_dam_dam_phn","dam_sire_dam_dam_name","sire_dam_sire_sire","sire_dam_sire_sire_phn","sire_dam_sire_sire_name","sire_dam_sire_dam","sire_dam_sire_dam_phn","sire_dam_sire_dam_name","sire_dam_dam_sire","sire_dam_dam_sire_phn","sire_dam_dam_sire_name","sire_dam_dam_dam","sire_dam_dam_dam_phn","sire_dam_dam_dam_name","dam_dam_sire_sire","dam_dam_sire_sire_phn","dam_dam_sire_sire_name","dam_dam_sire_dam","dam_dam_sire_dam_phn","dam_dam_sire_dam_name","dam_dam_dam_sire","dam_dam_dam_sire_phn","dam_dam_dam_sire_name","dam_dam_dam_dam","dam_dam_dam_dam_phn","dam_dam_dam_dam_name"
"AF8267","V6825U","HEARTBRAND V6825U","AF109","HB 459","TAMAMARU","AF1872","T1610P","HEARTBRAND T1610P","AJ125","TOK 96","DAI-GO 5 TAMANAMI TOKKYU 96","AF101","FJ461Z","DAI-HACHI 8 MARUNAMI","AF109","HB 459","TAMAMARU","AF161","B0951J","HEARTBRAND B0951J","AJ116","KO 70","TAMANAMI KO 70","AJ133","KO 2030","FUJIMITSU KO 2030","AJ093","KO 71","DAI-SAN 3 MITSUMARU KO 71","AJ123","TOK 14289","DAI-HICHI 7 MARUNAMI TOK 14289","AJ125","TOK 96","DAI-GO 5 TAMANAMI TOKKYU 96","AF101","FJ461Z","DAI-HACHI 8 MARUNAMI","AF114","HB502E","BIG AL","AF113","FJ245C","HEARTBRAND HIMAWARI 245","AJ100","KO 48","SHIGENAMI KO 48","AJ135","KO 394","MARUSAKAE KO 394","AJ127","11","SHIGETAMA H 11","AJ134","1KY 1173","FUJIHANA 1KYU 1173","AJ116","KO 70","TAMANAMI KO 70","AJ133","KO 2030","FUJIMITSU KO 2030","AJ093","KO 71","DAI-SAN 3 MITSUMARU KO 71","AJ123","TOK 14289","DAI-HICHI 7 MARUNAMI TOK 14289","AJ092","KO 58","MITSUTAKE KO 58","AJ087","KO 933","FUKUMARU KO 933","AJ112","KO 65","DAI-JYUU 10 SHIGEKAWA KO 65","AJ115","KO 2402","MARUNAMI KO 2402","AJ110","KO 76","DAI-JU 10 MITSUMARU KO 76","AF104","FJ354B","AKIKO","AJ110","KO 76","DAI-JU 10 MITSUMARU KO 76","AF6770","1KY 90333","MARI 1KYU 90333"
"AF3285","T2964R","HEARTBRAND T2964R","AF109","HB 459","TAMAMARU","AF166","C0005K","HEARTBRAND C0005K","AJ125","TOK 96","DAI-GO 5 TAMANAMI TOKKYU 96","AF101","FJ461Z","DAI-HACHI 8 MARUNAMI","AF123","H0518E","HEARTBRAND H0518E","AF113","FJ245C","HEARTBRAND HIMAWARI 245","AJ116","KO 70","TAMANAMI KO 70","AJ133","KO 2030","FUJIMITSU KO 2030","AJ093","KO 71","DAI-SAN 3 MITSUMARU KO 71","AJ123","TOK 14289","DAI-HICHI 7 MARUNAMI TOK 14289","AF107","HB 830","HIKARI","AF101","FJ461Z","DAI-HACHI 8 MARUNAMI","AJ110","KO 76","DAI-JU 10 MITSUMARU KO 76","AF6770","1KY 90333","MARI 1KYU 90333","AJ100","KO 48","SHIGENAMI KO 48","AJ135","KO 394","MARUSAKAE KO 394","AJ127","11","SHIGETAMA H 11","AJ134","1KY 1173","FUJIHANA 1KYU 1173","AJ110","KO 76","DAI-JU 10 MITSUMARU KO 76","AJ117","1KY 92958","KAZUTOMO 1KYU 92958","AJ093","KO 71","DAI-SAN 3 MITSUMARU KO 71","AJ123","TOK 14289","DAI-HICHI 7 MARUNAMI TOK 14289","AJ092","KO 58","MITSUTAKE KO 58","AJ087","KO 933","FUKUMARU KO 933","AJ112","KO 65","DAI-JYUU 10 SHIGEKAWA KO 65","AJ115","KO 2402","MARUNAMI KO 2402","AJ097","TOK 22","DAI-NI 2 MITSUMARU TOKKYU 22","AJ101","KO 2739","GODAI KO 2739","AJ094","TOK 30","DAI-SAN 3 MITSUMARU TOKKYU 30","AF6758","1KY 82842","MATSU 1KYU 82842"
"AF15431","9581Y","HEARTBRAND 9581Y","AF6971","S5394S","HEARTBRAND JOE S5394S","AF552","T0291N","HEARTBRAND T0291N","AF110","HB 457","SHIGEMARU","AF263","B0004M","HEARTBRAND B0004M","AF109","HB 459","TAMAMARU","AF137","B0806H","HEARTBRAND B0806H","AJ114","TOK 27","DAI-NI 2 SHIGENAMI TOKKYU 27","AJ120","TOK 3357","DAI-YON 4 AKIBARE TOKKYU 3357","AF114","HB502E","BIG AL","AF106","FJ357B","FUYUKO","AJ125","TOK 96","DAI-GO 5 TAMANAMI TOKKYU 96","AF101","FJ461Z","DAI-HACHI 8 MARUNAMI","AF114","HB502E","BIG AL","AF125","S0538E","HEARTBRAND S0538E","AJ100","KO 48","SHIGENAMI KO 48","AJ086","KO 1842","DAI 2 TAMASHIGE KO 1842","AJ112","KO 65","DAI-JYUU 10 SHIGEKAWA KO 65","AJ084","1KYU 53244","DAI-NI 2 AKIBARE 1KYU 53244","AJ116","KO 70","TAMANAMI KO 70","AJ133","KO 2030","FUJIMITSU KO 2030","AJ093","KO 71","DAI-SAN 3 MITSUMARU KO 71","AJ123","TOK 14289","DAI-HICHI 7 MARUNAMI TOK 14289","AJ110","KO 76","DAI-JU 10 MITSUMARU KO 76","AF104","FJ354B","AKIKO","AJ094","TOK 30","DAI-SAN 3 MITSUMARU TOKKYU 30","AJ106","1KY 85689","SAKAE 1KYU 85689","AJ110","KO 76","DAI-JU 10 MITSUMARU KO 76","AF104","FJ354B","AKIKO","AF110","HB 457","SHIGEMARU","AF101","FJ461Z","DAI-HACHI 8 MARUNAMI"
"AF14015","9315X","HEARTBRAND 9315X","AF6014","S5731T","HEARTBRAND S5731T","AF3285","T2964R","HEARTBRAND T2964R","AF110","HB 457","SHIGEMARU","AF330","B0070M","HEARTBRAND B0070M","AF109","HB 459","TAMAMARU","AF166","C0005K","HEARTBRAND C0005K","AJ114","TOK 27","DAI-NI 2 SHIGENAMI TOKKYU 27","AJ120","TOK 3357","DAI-YON 4 AKIBARE TOKKYU 3357","AF114","HB502E","BIG AL","AF106","FJ357B","FUYUKO","AJ125","TOK 96","DAI-GO 5 TAMANAMI TOKKYU 96","AF101","FJ461Z","DAI-HACHI 8 MARUNAMI","AF123","H0518E","HEARTBRAND H0518E","AF113","FJ245C","HEARTBRAND HIMAWARI 245","AJ100","KO 48","SHIGENAMI KO 48","AJ086","KO 1842","DAI 2 TAMASHIGE KO 1842","AJ112","KO 65","DAI-JYUU 10 SHIGEKAWA KO 65","AJ084","1KYU 53244","DAI-NI 2 AKIBARE 1KYU 53244","AJ116","KO 70","TAMANAMI KO 70","AJ133","KO 2030","FUJIMITSU KO 2030","AJ093","KO 71","DAI-SAN 3 MITSUMARU KO 71","AJ123","TOK 14289","DAI-HICHI 7 MARUNAMI TOK 14289","AJ110","KO 76","DAI-JU 10 MITSUMARU KO 76","AF104","FJ354B","AKIKO","AJ094","TOK 30","DAI-SAN 3 MITSUMARU TOKKYU 30","AJ106","1KY 85689","SAKAE 1KYU 85689","AF107","HB 830","HIKARI","AF101","FJ461Z","DAI-HACHI 8 MARUNAMI","AJ110","KO 76","DAI-JU 10 MITSUMARU KO 76","AF6770","1KY 90333","MARI 1KYU 90333"
"AF52177","2636A","HEARTBRAND 2636A","AF114","HB502E","BIG AL","AF1140","S0880N","HEARTBRAND S0880N","AJ110","KO 76","DAI-JU 10 MITSUMARU KO 76","AF104","FJ354B","AKIKO","AF110","HB 457","SHIGEMARU","AF166","C0005K","HEARTBRAND C0005K","AJ097","TOK 22","DAI-NI 2 MITSUMARU TOKKYU 22","AJ101","KO 2739","GODAI KO 2739","AJ108","KO 74","NAMIMARU KO 74","AJ099","TOK 9639","MITSUKO TOKKYU 9639","AJ114","TOK 27","DAI-NI 2 SHIGENAMI TOKKYU 27","AJ120","TOK 3357","DAI-YON 4 AKIBARE TOKKYU 3357","AF123","H0518E","HEARTBRAND H0518E","AF113","FJ245C","HEARTBRAND HIMAWARI 245","AJ092","KO 58","MITSUTAKE KO 58","AJ061","1KYU 48242","DAI 3 MITSU 1KYU 48242","AJ111","1KY 540","DAI 5 SHIGEKAWA 1KYU 540","AJ063","1KYU 33574","HATAURA 1KYU 33574","AJ100","KO 48","SHIGENAMI KO 48","AJ086","KO 1842","DAI 2 TAMASHIGE KO 1842","AJ112","KO 65","DAI-JYUU 10 SHIGEKAWA KO 65","AJ084","1KYU 53244","DAI-NI 2 AKIBARE 1KYU 53244","AJ114","TOK 27","DAI-NI 2 SHIGENAMI TOKKYU 27","AJ105","KO 2862","DAI-NI 2 MARUHANA KO 2862","AJ092","KO 58","MITSUTAKE KO 58","AJ091","KO 1753","MITSU KO 1753","AF107","HB 830","HIKARI","AF101","FJ461Z","DAI-HACHI 8 MARUNAMI","AJ110","KO 76","DAI-JU 10 MITSUMARU KO 76","AF6770","1KY 90333","MARI 1KYU 90333"
"AF3840","P0250R","HEARTBRAND P0250R","AF274","B0018M","HEARTBRAND B0018M","AF485","H0250N","HEARTBRAND H0250N","AF114","HB502E","BIG AL","AF111","FJ117D","YAMATO 117 RINGO","AF107","HB 830","HIKARI","AF144","S0919J","HEARTBRAND S0919J","AJ110","KO 76","DAI-JU 10 MITSUMARU KO 76","AF104","FJ354B","AKIKO","AJ108","KO 74","NAMIMARU KO 74","AF101","FJ461Z","DAI-HACHI 8 MARUNAMI","AJ110","KO 76","DAI-JU 10 MITSUMARU KO 76","AJ117","1KY 92958","KAZUTOMO 1KYU 92958","AF110","HB 457","SHIGEMARU","AF103","FJ352B","UME","AJ097","TOK 22","DAI-NI 2 MITSUMARU TOKKYU 22","AJ101","KO 2739","GODAI KO 2739","AJ108","KO 74","NAMIMARU KO 74","AJ099","TOK 9639","MITSUKO TOKKYU 9639","AJ097","TOK 22","DAI-NI 2 MITSUMARU TOKKYU 22","AJ101","KO 2739","GODAI KO 2739","AJ108","KO 74","NAMIMARU KO 74","AJ124","TOK 11875","KIKUMI TOKKYU 11875","AJ114","TOK 27","DAI-NI 2 SHIGENAMI TOKKYU 27","AJ105","KO 2862","DAI-NI 2 MARUHANA KO 2862","AJ093","KO 71","DAI-SAN 3 MITSUMARU KO 71","AJ123","TOK 14289","DAI-HICHI 7 MARUNAMI TOK 14289","AJ114","TOK 27","DAI-NI 2 SHIGENAMI TOKKYU 27","AJ120","TOK 3357","DAI-YON 4 AKIBARE TOKKYU 3357","AJ107","TOK 221","HARUHIME TOKKYU 221","AJ095","TOK 2923","NORIKO TOKKYU 2923"
"AF42330","2163A","HEARTBRAND 2163A","AF233","T0068L","HEARTBRAND T0068L","AF1349","S1090P","HEARTBRAND S1090P","AF109","HB 459","TAMAMARU","AF161","B0951J","HEARTBRAND B0951J","AF110","HB 457","SHIGEMARU","AF105","FJ355B","HARUKO","AJ125","TOK 96","DAI-GO 5 TAMANAMI TOKKYU 96","AF101","FJ461Z","DAI-HACHI 8 MARUNAMI","AF114","HB502E","BIG AL","AF113","FJ245C","HEARTBRAND HIMAWARI 245","AJ114","TOK 27","DAI-NI 2 SHIGENAMI TOKKYU 27","AJ120","TOK 3357","DAI-YON 4 AKIBARE TOKKYU 3357","AJ094","TOK 30","DAI-SAN 3 MITSUMARU TOKKYU 30","AJ122","TOK 6669","DAI-NANA 7 KIKUHIME TOKKYU 6669","AJ116","KO 70","TAMANAMI KO 70","AJ133","KO 2030","FUJIMITSU KO 2030","AJ093","KO 71","DAI-SAN 3 MITSUMARU KO 71","AJ123","TOK 14289","DAI-HICHI 7 MARUNAMI TOK 14289","AJ100","KO 48","SHIGENAMI KO 48","AJ086","KO 1842","DAI 2 TAMASHIGE KO 1842","AJ112","KO 65","DAI-JYUU 10 SHIGEKAWA KO 65","AJ084","1KYU 53244","DAI-NI 2 AKIBARE 1KYU 53244","AJ110","KO 76","DAI-JU 10 MITSUMARU KO 76","AF104","FJ354B","AKIKO","AJ110","KO 76","DAI-JU 10 MITSUMARU KO 76","AF6770","1KY 90333","MARI 1KYU 90333","AJ092","KO 58","MITSUTAKE KO 58","AJ087","KO 933","FUKUMARU KO 933","AJ112","KO 65","DAI-JYUU 10 SHIGEKAWA KO 65","AJ102","1KY 42447","DAI-ROKU 6 KIKUHIME 1KYU 42447"
"AF2533","T2274R","HEARTBRAND T2274R","AF109","HB 459","TAMAMARU","AF137","B0806H","HEARTBRAND B0806H","AJ125","TOK 96","DAI-GO 5 TAMANAMI TOKKYU 96","AF101","FJ461Z","DAI-HACHI 8 MARUNAMI","AF114","HB502E","BIG AL","AF125","S0538E","HEARTBRAND S0538E","AJ116","KO 70","TAMANAMI KO 70","AJ133","KO 2030","FUJIMITSU KO 2030","AJ093","KO 71","DAI-SAN 3 MITSUMARU KO 71","AJ123","TOK 14289","DAI-HICHI 7 MARUNAMI TOK 14289","AJ110","KO 76","DAI-JU 10 MITSUMARU KO 76","AF104","FJ354B","AKIKO","AF110","HB 457","SHIGEMARU","AF101","FJ461Z","DAI-HACHI 8 MARUNAMI","AJ100","KO 48","SHIGENAMI KO 48","AJ135","KO 394","MARUSAKAE KO 394","AJ127","11","SHIGETAMA H 11","AJ134","1KY 1173","FUJIHANA 1KYU 1173","AJ097","TOK 22","DAI-NI 2 MITSUMARU TOKKYU 22","AJ101","KO 2739","GODAI KO 2739","AJ108","KO 74","NAMIMARU KO 74","AJ099","TOK 9639","MITSUKO TOKKYU 9639","AJ092","KO 58","MITSUTAKE KO 58","AJ087","KO 933","FUKUMARU KO 933","AJ112","KO 65","DAI-JYUU 10 SHIGEKAWA KO 65","AJ115","KO 2402","MARUNAMI KO 2402","AJ114","TOK 27","DAI-NI 2 SHIGENAMI TOKKYU 27","AJ120","TOK 3357","DAI-YON 4 AKIBARE TOKKYU 3357","AJ093","KO 71","DAI-SAN 3 MITSUMARU KO 71","AJ123","TOK 14289","DAI-HICHI 7 MARUNAMI TOK 14289"
"AF1872","T1610P","HEARTBRAND T1610P","AF109","HB 459","TAMAMARU","AF161","B0951J","HEARTBRAND B0951J","AJ125","TOK 96","DAI-GO 5 TAMANAMI TOKKYU 96","AF101","FJ461Z","DAI-HACHI 8 MARUNAMI","AF114","HB502E","BIG AL","AF113","FJ245C","HEARTBRAND HIMAWARI 245","AJ116","KO 70","TAMANAMI KO 70","AJ133","KO 2030","FUJIMITSU KO 2030","AJ093","KO 71","DAI-SAN 3 MITSUMARU KO 71","AJ123","TOK 14289","DAI-HICHI 7 MARUNAMI TOK 14289","AJ110","KO 76","DAI-JU 10 MITSUMARU KO 76","AF104","FJ354B","AKIKO","AJ110","KO 76","DAI-JU 10 MITSUMARU KO 76","AF6770","1KY 90333","MARI 1KYU 90333","AJ100","KO 48","SHIGENAMI KO 48","AJ135","KO 394","MARUSAKAE KO 394","AJ127","11","SHIGETAMA H 11","AJ134","1KY 1173","FUJIHANA 1KYU 1173","AJ097","TOK 22","DAI-NI 2 MITSUMARU TOKKYU 22","AJ101","KO 2739","GODAI KO 2739","AJ108","KO 74","NAMIMARU KO 74","AJ099","TOK 9639","MITSUKO TOKKYU 9639","AJ092","KO 58","MITSUTAKE KO 58","AJ087","KO 933","FUKUMARU KO 933","AJ112","KO 65","DAI-JYUU 10 SHIGEKAWA KO 65","AJ115","KO 2402","MARUNAMI KO 2402","AJ097","TOK 22","DAI-NI 2 MITSUMARU TOKKYU 22","AJ101","KO 2739","GODAI KO 2739","AJ094","TOK 30","DAI-SAN 3 MITSUMARU TOKKYU 30","AF6758","1KY 82842","MATSU 1KYU 82842"
"AF4316","T3863S","HEARTBRAND T3863S","AF109","HB 459","TAMAMARU","AF236","H0919L","HEARTBRAND H0919L","AJ125","TOK 96","DAI-GO 5 TAMANAMI TOKKYU 96","AF101","FJ461Z","DAI-HACHI 8 MARUNAMI","AF123","H0518E","HEARTBRAND H0518E","AF144","S0919J","HEARTBRAND S0919J","AJ116","KO 70","TAMANAMI KO 70","AJ133","KO 2030","FUJIMITSU KO 2030","AJ093","KO 71","DAI-SAN 3 MITSUMARU KO 71","AJ123","TOK 14289","DAI-HICHI 7 MARUNAMI TOK 14289","AF107","HB 830","HIKARI","AF101","FJ461Z","DAI-HACHI 8 MARUNAMI","AF110","HB 457","SHIGEMARU","AF103","FJ352B","UME","AJ100","KO 48","SHIGENAMI KO 48","AJ135","KO 394","MARUSAKAE KO 394","AJ127","11","SHIGETAMA H 11","AJ134","1KY 1173","FUJIHANA 1KYU 1173","AJ110","KO 76","DAI-JU 10 MITSUMARU KO 76","AJ117","1KY 92958","KAZUTOMO 1KYU 92958","AJ093","KO 71","DAI-SAN 3 MITSUMARU KO 71","AJ123","TOK 14289","DAI-HICHI 7 MARUNAMI TOK 14289","AJ092","KO 58","MITSUTAKE KO 58","AJ087","KO 933","FUKUMARU KO 933","AJ112","KO 65","DAI-JYUU 10 SHIGEKAWA KO 65","AJ115","KO 2402","MARUNAMI KO 2402","AJ114","TOK 27","DAI-NI 2 SHIGENAMI TOKKYU 27","AJ120","TOK 3357","DAI-YON 4 AKIBARE TOKKYU 3357","AJ107","TOK 221","HARUHIME TOKKYU 221","AJ095","TOK 2923","NORIKO TOKKYU 2923"
"AF643","C0383N","HEARTBRAND C0383N","AF123","H0518E","HEARTBRAND H0518E","AF149","S0928J","HEARTBRAND S0928J","AF107","HB 830","HIKARI","AF101","FJ461Z","DAI-HACHI 8 MARUNAMI","AF110","HB 457","SHIGEMARU","AF103","FJ352B","UME","AJ110","KO 76","DAI-JU 10 MITSUMARU KO 76","AJ117","1KY 92958","KAZUTOMO 1KYU 92958","AJ093","KO 71","DAI-SAN 3 MITSUMARU KO 71","AJ123","TOK 14289","DAI-HICHI 7 MARUNAMI TOK 14289","AJ114","TOK 27","DAI-NI 2 SHIGENAMI TOKKYU 27","AJ120","TOK 3357","DAI-YON 4 AKIBARE TOKKYU 3357","AJ107","TOK 221","HARUHIME TOKKYU 221","AJ095","TOK 2923","NORIKO TOKKYU 2923","AJ097","TOK 22","DAI-NI 2 MITSUMARU TOKKYU 22","AJ101","KO 2739","GODAI KO 2739","AJ108","KO 74","NAMIMARU KO 74","AJ124","TOK 11875","KIKUMI TOKKYU 11875","AJ100","KO 48","SHIGENAMI KO 48","AJ086","KO 1842","DAI 2 TAMASHIGE KO 1842","AJ112","KO 65","DAI-JYUU 10 SHIGEKAWA KO 65","AJ084","1KYU 53244","DAI-NI 2 AKIBARE 1KYU 53244","AJ092","KO 58","MITSUTAKE KO 58","AJ087","KO 933","FUKUMARU KO 933","AJ112","KO 65","DAI-JYUU 10 SHIGEKAWA KO 65","AJ115","KO 2402","MARUNAMI KO 2402","AJ103","TOK 81","DAI-GO 5 HARUTAMA TOKKYU 81","AJ098","TOK 744","HIME TOKKYU 744","AJ092","KO 58","MITSUTAKE KO 58","AJ088","KO 1685","ICHI KO 1685"
"AF414","B0157M","HEARTBRAND B0157M","AF114","HB502E","BIG AL","AF126","S0528E","HEARTBRAND S0528E","AJ110","KO 76","DAI-JU 10 MITSUMARU KO 76","AF104","FJ354B","AKIKO","AF110","HB 457","SHIGEMARU","AF101","FJ461Z","DAI-HACHI 8 MARUNAMI","AJ097","TOK 22","DAI-NI 2 MITSUMARU TOKKYU 22","AJ101","KO 2739","GODAI KO 2739","AJ108","KO 74","NAMIMARU KO 74","AJ099","TOK 9639","MITSUKO TOKKYU 9639","AJ114","TOK 27","DAI-NI 2 SHIGENAMI TOKKYU 27","AJ120","TOK 3357","DAI-YON 4 AKIBARE TOKKYU 3357","AJ093","KO 71","DAI-SAN 3 MITSUMARU KO 71","AJ123","TOK 14289","DAI-HICHI 7 MARUNAMI TOK 14289","AJ092","KO 58","MITSUTAKE KO 58","AJ061","1KYU 48242","DAI 3 MITSU 1KYU 48242","AJ111","1KY 540","DAI 5 SHIGEKAWA 1KYU 540","AJ063","1KYU 33574","HATAURA 1KYU 33574","AJ100","KO 48","SHIGENAMI KO 48","AJ086","KO 1842","DAI 2 TAMASHIGE KO 1842","AJ112","KO 65","DAI-JYUU 10 SHIGEKAWA KO 65","AJ084","1KYU 53244","DAI-NI 2 AKIBARE 1KYU 53244","AJ114","TOK 27","DAI-NI 2 SHIGENAMI TOKKYU 27","AJ105","KO 2862","DAI-NI 2 MARUHANA KO 2862","AJ092","KO 58","MITSUTAKE KO 58","AJ091","KO 1753","MITSU KO 1753","AJ092","KO 58","MITSUTAKE KO 58","AJ087","KO 933","FUKUMARU KO 933","AJ112","KO 65","DAI-JYUU 10 SHIGEKAWA KO 65","AJ115","KO 2402","MARUNAMI KO 2402"
"AF41433","2019A","HEARTBRAND EL JEFE 2019A","AF4001","B3485R","HEARTBRAND B3485R","AF7868","V7413U","HEARTBRAND SHELLI V7413U","AF114","HB502E","BIG AL","AF155","S0944J","HEARTBRAND S0944J","AF1208","S0947P","HEARTBRAND SAMSUNG S0947P","AF4673","C4164S","HEARTBRAND C4164S","AJ110","KO 76","DAI-JU 10 MITSUMARU KO 76","AF104","FJ354B","AKIKO","AF110","HB 457","SHIGEMARU","AF115","T0504E","HEARTBRAND T0504E","AF110","HB 457","SHIGEMARU","AF105","FJ355B","HARUKO","AF123","H0518E","HEARTBRAND H0518E","AF6906","S0354L","HEARTBRAND S0354L","AJ097","TOK 22","DAI-NI 2 MITSUMARU TOKKYU 22","AJ101","KO 2739","GODAI KO 2739","AJ108","KO 74","NAMIMARU KO 74","AJ099","TOK 9639","MITSUKO TOKKYU 9639","AJ114","TOK 27","DAI-NI 2 SHIGENAMI TOKKYU 27","AJ120","TOK 3357","DAI-YON 4 AKIBARE TOKKYU 3357","AJ094","TOK 30","DAI-SAN 3 MITSUMARU TOKKYU 30","AJ122","TOK 6669","DAI-NANA 7 KIKUHIME TOKKYU 6669","AJ114","TOK 27","DAI-NI 2 SHIGENAMI TOKKYU 27","AJ120","TOK 3357","DAI-YON 4 AKIBARE TOKKYU 3357","AJ110","KO 76","DAI-JU 10 MITSUMARU KO 76","AF103","FJ352B","UME","AF107","HB 830","HIKARI","AF101","FJ461Z","DAI-HACHI 8 MARUNAMI","AF110","HB 457","SHIGEMARU","AF104","FJ354B","AKIKO"
"AF8592","7683W","HEARTBRAND 7683W","AF1208","S0947P","HEARTBRAND SAMSUNG S0947P","AF931","S0672N","HEARTBRAND S0672N","AF110","HB 457","SHIGEMARU","AF105","FJ355B","HARUKO","AF110","HB 457","SHIGEMARU","AF103","FJ352B","UME","AJ114","TOK 27","DAI-NI 2 SHIGENAMI TOKKYU 27","AJ120","TOK 3357","DAI-YON 4 AKIBARE TOKKYU 3357","AJ094","TOK 30","DAI-SAN 3 MITSUMARU TOKKYU 30","AJ122","TOK 6669","DAI-NANA 7 KIKUHIME TOKKYU 6669","AJ114","TOK 27","DAI-NI 2 SHIGENAMI TOKKYU 27","AJ120","TOK 3357","DAI-YON 4 AKIBARE TOKKYU 3357","AJ107","TOK 221","HARUHIME TOKKYU 221","AJ095","TOK 2923","NORIKO TOKKYU 2923","AJ100","KO 48","SHIGENAMI KO 48","AJ086","KO 1842","DAI 2 TAMASHIGE KO 1842","AJ112","KO 65","DAI-JYUU 10 SHIGEKAWA KO 65","AJ084","1KYU 53244","DAI-NI 2 AKIBARE 1KYU 53244","AJ100","KO 48","SHIGENAMI KO 48","AJ086","KO 1842","DAI 2 TAMASHIGE KO 1842","AJ112","KO 65","DAI-JYUU 10 SHIGEKAWA KO 65","AJ084","1KYU 53244","DAI-NI 2 AKIBARE 1KYU 53244","AJ092","KO 58","MITSUTAKE KO 58","AJ087","KO 933","FUKUMARU KO 933","AJ112","KO 65","DAI-JYUU 10 SHIGEKAWA KO 65","AJ102","1KY 42447","DAI-ROKU 6 KIKUHIME 1KYU 42447","AJ103","TOK 81","DAI-GO 5 HARUTAMA TOKKYU 81","AJ098","TOK 744","HIME TOKKYU 744","AJ092","KO 58","MITSUTAKE KO 58","AJ088","KO 1685","ICHI KO 1685"
"AF6941","P0395S","HEARTBRAND P0395S","AF594","C0334N","HEARTBRAND C0334N","AF655","H0395N","HEARTBRAND H0395N","AF123","H0518E","HEARTBRAND H0518E","AF146","T0923J","HEARTBRAND T0923J","AF107","HB 830","HIKARI","AF216","S0753L","HEARTBRAND S0753L","AF107","HB 830","HIKARI","AF101","FJ461Z","DAI-HACHI 8 MARUNAMI","AF109","HB 459","TAMAMARU","AF115","T0504E","HEARTBRAND T0504E","AJ110","KO 76","DAI-JU 10 MITSUMARU KO 76","AJ117","1KY 92958","KAZUTOMO 1KYU 92958","AF110","HB 457","SHIGEMARU","AF105","FJ355B","HARUKO","AJ110","KO 76","DAI-JU 10 MITSUMARU KO 76","AJ117","1KY 92958","KAZUTOMO 1KYU 92958","AJ093","KO 71","DAI-SAN 3 MITSUMARU KO 71","AJ123","TOK 14289","DAI-HICHI 7 MARUNAMI TOK 14289","AJ097","TOK 22","DAI-NI 2 MITSUMARU TOKKYU 22","AJ101","KO 2739","GODAI KO 2739","AJ108","KO 74","NAMIMARU KO 74","AJ124","TOK 11875","KIKUMI TOKKYU 11875","AJ125","TOK 96","DAI-GO 5 TAMANAMI TOKKYU 96","AF101","FJ461Z","DAI-HACHI 8 MARUNAMI","AJ110","KO 76","DAI-JU 10 MITSUMARU KO 76","AF103","FJ352B","UME","AJ114","TOK 27","DAI-NI 2 SHIGENAMI TOKKYU 27","AJ120","TOK 3357","DAI-YON 4 AKIBARE TOKKYU 3357","AJ094","TOK 30","DAI-SAN 3 MITSUMARU TOKKYU 30","AJ122","TOK 6669","DAI-NANA 7 KIKUHIME TOKKYU 6669"
