"animal_registration","phn","animal_name","sire","sire_phn","sire_name","dam","dam_phn","dam_name","sire_sire","sire_sire_phn","sire_sire_name","sire_dam","sire_dam_phn","sire_dam_name","dam_sire","dam_sire_phn","dam_sire_name","dam_dam","dam_dam_phn","dam_dam_name","sire_sire_sire","sire_sire_sire_phn","sire_sire_sire_name","sire_sire_dam","sire_sire_dam_phn","sire_sire_dam_name","sire_dam_sire","sire_dam_sire_phn","sire_dam_sire_name","sire_dam_dam","sire_dam_dam_phn","sire_dam_dam_name","dam_sire_sire","dam_sire_sire_phn","dam_sire_sire_name","dam_sire_dam","dam_sire_dam_phn","dam_sire_dam_name","dam_dam_sire","dam_dam_sire_phn","dam_dam_sire_name","dam_dam_dam","dam_dam_dam_phn","dam_dam_dam_name","sire_sire_sire_sire","sire_sire_sire_sire_phn","sire_sire_sire_sire_name","sire_sire_sire_dam","sire_sire_sire_dam_phn","sire_sire_sire_dam_name","sire_sire_dam_sire","sire_sire_dam_sire_phn","sire_sire_dam_sire_name","sire_sire_dam_dam","sire_sire_dam_dam_phn","sire_sire_dam_dam_name","dam_sire_sire_sire","dam_sire_sire_sire_phn","dam_sire_sire_sire_name","dam_sire_sire_dam","dam_sire_sire_dam_phn","dam_sire_sire_dam_name","dam_sire_dam_sire","dam_sire_dam_sire_phn","dam_sire_dam_sire_name","dam_sire_dam_dam","dam_sire_dam_dam_phn","dam_sire_dam_dam_name","sire_dam_sire_sire","sire_dam_sire_sire_phn","sire_dam_sire_sire_name","sire_dam_sire_dam","sire_dam_sire_dam_phn","sire_dam_sire_dam_name","sire_dam_dam_sire","sire_dam_dam_sire_phn","sire_dam_dam_sire_name","sire_dam_dam_dam","sire_dam_dam_dam_phn","sire_dam_dam_dam_name","dam_dam_sire_sire","dam_dam_sire_sire_phn","dam_dam_sire_sire_name","dam_dam_sire_dam","dam_dam_sire_dam_phn","dam_dam_sire_dam_name","dam_dam_dam_sire","dam_dam_dam_sire_phn","dam_dam_dam_sire_name","dam_dam_dam_dam","dam_dam_dam_dam_phn","dam_dam_dam_dam_name"
"X93971","932","932","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1T110153","7019","7019-722","AF36497","1603Z","HEARTBRAND 1603Z","X93942","722","722","AF5638","S5204S","HEARTBRAND S5204S","AF8267","V6825U","HEARTBRAND V6825U","","","","","","","AF110","HB 457","SHIGEMARU","AF138","B0905J","HEARTBRAND B0905J","AF109","HB 459","TAMAMARU","AF1872","T1610P","HEARTBRAND T1610P","","","","","","","","","","","","","AJ114","TOK 27","DAI-NI 2 SHIGENAMI TOKKYU 27","AJ120","TOK 3357","DAI-YON 4 AKIBARE TOKKYU 3357","AF114","HB502E","BIG AL","AF106","FJ357B","FUYUKO","","","","","","","","","","","","","AJ125","TOK 96","DAI-GO 5 TAMANAMI TOKKYU 96","AF101","FJ461Z","DAI-HACHI 8 MARUNAMI","AF109","HB 459","TAMAMARU","AF161","B0951J","HEARTBRAND B0951J","","","","","","","","","","","",""
"1T110143","7087","7087-705A","AF36497","1603Z","HEARTBRAND 1603Z","X93932","705","705","AF5638","S5204S","HEARTBRAND S5204S","AF8267","V6825U","HEARTBRAND V6825U","","","","","","","AF110","HB 457","SHIGEMARU","AF138","B0905J","HEARTBRAND B0905J","AF109","HB 459","TAMAMARU","AF1872","T1610P","HEARTBRAND T1610P","","","","","","","","","","","","","AJ114","TOK 27","DAI-NI 2 SHIGENAMI TOKKYU 27","AJ120","TOK 3357","DAI-YON 4 AKIBARE TOKKYU 3357","AF114","HB502E","BIG AL","AF106","FJ357B","FUYUKO","","","","","","","","","","","","","AJ125","TOK 96","DAI-GO 5 TAMANAMI TOKKYU 96","AF101","FJ461Z","DAI-HACHI 8 MARUNAMI","AF109","HB 459","TAMAMARU","AF161","B0951J","HEARTBRAND B0951J","","","","","","","","","","","",""
"EXX1","","CROSSBREED BULL","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"X93914","448","448","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"X109539","621","621","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"X109535","607","607","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"X109536","608","608","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"X109537","610","610","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"X109538","620","620","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"X109540","631","631","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"X109541","633","633","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1T110173","7250","7250","AF34651","1177Z","HEARTBRAND 1177Z","X94202","226","226","AF7269","S6386U","HEARTBRAND KC S6386U","AF2374","C2113P","HEARTBRAND C2113P","","","","","","","AF110","HB 457","SHIGEMARU","AF230","C0062L","HEARTBRAND C0062L","AF123","H0518E","HEARTBRAND H0518E","AF6906","S0354L","HEARTBRAND S0354L","","","","","","","","","","","","","AJ114","TOK 27","DAI-NI 2 SHIGENAMI TOKKYU 27","AJ120","TOK 3357","DAI-YON 4 AKIBARE TOKKYU 3357","AF123","H0518E","HEARTBRAND H0518E","AF141","S0917J","HEARTBRAND S0917J","","","","","","","","","","","","","AF107","HB 830","HIKARI","AF101","FJ461Z","DAI-HACHI 8 MARUNAMI","AF110","HB 457","SHIGEMARU","AF104","FJ354B","AKIKO","","","","","","","","","","","",""
"EBR0","","BRAHMAN COW","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"AJ114","TOK 27","DAI-NI 2 SHIGENAMI TOKKYU 27","AJ100","KO 48","SHIGENAMI KO 48","AJ086","KO 1842","DAI 2 TAMASHIGE KO 1842","AJ129","1KYU 78","SHIGEMIYA 1KYU 78","AJ128","KO 387","HATSUTAMA KO 387","AJ066","KO 38","NAKAHORI KO 38","AJ065","1KYU 19222","TAMAHANA 1KYU 19222","AJ127","11","SHIGETAMA H 11","AJ019","YOKUMA 46323","DAI 5 SACHI YOKUMA 46323","AJ127","11","SHIGETAMA H 11","AJ018","YOKUMA 48412","MITSUYAMA YOKUMA 48412","AJ016","KO 19","TATSUURA KO 19","AJ017","YOKUMA 47626","HATSUMI YOKUMA 47626","AJ015","HON 1000","SOMARU HON 1000","AJ014","YOKUMA 41526","TAMA YOKUMA 41526","AJ055","","SHIGEYUKI HON 561","AJ054","HON 3522","RAKU HON 3522","","","","","","","","","","","","","","","","","","","AJ055","","SHIGEYUKI HON 561","AJ054","HON 3522","RAKU HON 3522","","","","","","","","","","","","","","","","","",""
"AJ120","TOK 3357","DAI-YON 4 AKIBARE TOKKYU 3357","AJ112","KO 65","DAI-JYUU 10 SHIGEKAWA KO 65","AJ084","1KYU 53244","DAI-NI 2 AKIBARE 1KYU 53244","AJ083","KO 53","DAI 2 SHIGEKAWA KO 53","AJ104","KO 1287","SOSHIGE KO 1287","AJ064","1KYU 507","DAI 3 SOSHOKU 1KYU 507","AJ062","KO 758","AKIBARE KO 758","AJ052","1KYU 191","SHIGEKAWA 1KYU 191","AJ051","KO 526","TAMAHARU KO 526","AJ131","KO 40","SHIGETAKARA H 40","AJ050","KO 346","SOEI 346","AJ012","KO 56","SOSHOKU KO 56","AJ013","1KYU 31804","DAI 3 SAKAE 1KYU 31804","AJ006","HON 1005","KASASAKURA HON 1005","AJ011","1KYU 3132","DAI 3 HARU 1KYU 3132","","","","","","","","","","","","","","","","","","","","","","","","","AJ127","11","SHIGETAMA H 11","AJ042","YOK 22765","TAKARA 3 22765","","","","","","","","","","","","","","","","","",""
"AJ117","1KY 92958","KAZUTOMO 1KYU 92958","AJ108","KO 74","NAMIMARU KO 74","AJ124","TOK 11875","KIKUMI TOKKYU 11875","AJ114","TOK 27","DAI-NI 2 SHIGENAMI TOKKYU 27","AJ105","KO 2862","DAI-NI 2 MARUHANA KO 2862","AJ112","KO 65","DAI-JYUU 10 SHIGEKAWA KO 65","AJ136","KO 1345","DAI 2 KIKUMI KO 1345","AJ100","KO 48","SHIGENAMI KO 48","AJ086","KO 1842","DAI 2 TAMASHIGE KO 1842","AJ131","KO 40","SHIGETAKARA H 40","AJ132","2KYU 328","DAI 1 HATSUMARU 2KYUDAI 328","AJ083","KO 53","DAI 2 SHIGEKAWA KO 53","AJ104","KO 1287","SOSHIGE KO 1287","AJ057","1KYU 349","KUSNISHIKI 1KYU 349","AJ056","1KYU 3375","KIKU 1KYU 3375","AJ129","1KYU 78","SHIGEMIYA 1KYU 78","AJ128","KO 387","HATSUTAMA KO 387","AJ066","KO 38","NAKAHORI KO 38","AJ065","1KYU 19222","TAMAHANA 1KYU 19222","AJ052","1KYU 191","SHIGEKAWA 1KYU 191","AJ051","KO 526","TAMAHARU KO 526","AJ131","KO 40","SHIGETAKARA H 40","AJ050","KO 346","SOEI 346","AJ127","11","SHIGETAMA H 11","AJ042","YOK 22765","TAKARA 3 22765","AJ127","11","SHIGETAMA H 11","AJ043","2KYU 203","HATSUMARU 2KYUDAI 203","","","","","","","","","","","",""
"X236638","H001","ARTESIAN H001","EAR1","","RED ANGUS BULL","EAR0","","RED ANGUS COW","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"X236639","H002","ARTESIAN H002","EAR1","","RED ANGUS BULL","EAR0","","RED ANGUS COW","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"X236640","H003","ARTESIAN H003","EAR1","","RED ANGUS BULL","EAR0","","RED ANGUS COW","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"X236641","H004","ARTESIAN H004","EAR1","","RED ANGUS BULL","EAR0","","RED ANGUS COW","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"X236642","H005","ARTESIAN H005","EAR1","","RED ANGUS BULL","EAR0","","RED ANGUS COW","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"X236643","H006","ARTESIAN H006","EAR1","","RED ANGUS BULL","EAR0","","RED ANGUS COW","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"X236644","H007","ARTESIAN H007","EAR1","","RED ANGUS BULL","EAR0","","RED ANGUS COW","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"X236645","H008","ARTESIAN H008","EAR1","","RED ANGUS BULL","EAR0","","RED ANGUS COW","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"X236646","H009","ARTESIAN H009","EAR1","","RED ANGUS BULL","EAR0","","RED ANGUS COW","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"X236647","H010","ARTESIAN H010","EAR1","","RED ANGUS BULL","EAR0","","RED ANGUS COW","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"X236648","H011","ARTESIAN H011","EAR1","","RED ANGUS BULL","EAR0","","RED ANGUS COW","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"X236649","H012","ARTESIAN H012","EAR1","","RED ANGUS BULL","EAR0","","RED ANGUS COW","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"X236650","H013","ARTESIAN H013","EAR1","","RED ANGUS BULL","EAR0","","RED ANGUS COW","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"X236651","H014","ARTESIAN H014","EAR1","","RED ANGUS BULL","EAR0","","RED ANGUS COW","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"X236652","H015","ARTESIAN H015","EAR1","","RED ANGUS BULL","EAR0","","RED ANGUS COW","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"X236653","H016","ARTESIAN H016","EAR1","","RED ANGUS BULL","EAR0","","RED ANGUS COW","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"X236655","H018","ARTESIAN H018","EAR1","","RED ANGUS BULL","EAR0","","RED ANGUS COW","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"X236656","H019","ARTESIAN H019","EAR1","","RED ANGUS BULL","EAR0","","RED ANGUS COW","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"X236657","H020","ARTESIAN H020","EAR1","","RED ANGUS BULL","EAR0","","RED ANGUS COW","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"X236658","H021","ARTESIAN H021","EAR1","","RED ANGUS BULL","EAR0","","RED ANGUS COW","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"X236659","H022","ARTESIAN H022","EAR1","","RED ANGUS BULL","EAR0","","RED ANGUS COW","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"X236661","H024","ARTESIAN H024","EAR1","","RED ANGUS BULL","EAR0","","RED ANGUS COW","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"X236662","H025","ARTESIAN H025","EAR1","","RED ANGUS BULL","EAR0","","RED ANGUS COW","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"X236665","H028","ARTESIAN H028","EAR1","","RED ANGUS BULL","EAR0","","RED ANGUS COW","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"X236666","H029","ARTESIAN H029","EAR1","","RED ANGUS BULL","EAR0","","RED ANGUS COW","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"X236668","H031","ARTESIAN H031","EAR1","","RED ANGUS BULL","EAR0","","RED ANGUS COW","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"X236669","H032","ARTESIAN H032","EAR1","","RED ANGUS BULL","EAR0","","RED ANGUS COW","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"X236673","H036","ARTESIAN H036","EAR1","","RED ANGUS BULL","EAR0","","RED ANGUS COW","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"X236674","H037","ARTESIAN H037","EAR1","","RED ANGUS BULL","EAR0","","RED ANGUS COW","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"X236677","H040","ARTESIAN H040","EAR1","","RED ANGUS BULL","EAR0","","RED ANGUS COW","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"X236679","H042","ARTESIAN H042","EAR1","","RED ANGUS BULL","EAR0","","RED ANGUS COW","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"X236680","H043","ARTESIAN H043","EAR1","","RED ANGUS BULL","EAR0","","RED ANGUS COW","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"X236683","H046","ARTESIAN H046","EAR1","","RED ANGUS BULL","EAR0","","RED ANGUS COW","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"X236684","H047","ARTESIAN H047","EAR1","","RED ANGUS BULL","EAR0","","RED ANGUS COW","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"X236687","H050","ARTESIAN H050","EAR1","","RED ANGUS BULL","EAR0","","RED ANGUS COW","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1T237190","1221","ARTESIAN CATTLE C0271211221","AF101957","9260D","HEARTBRAND 9260D","X192150","281","281","AF18418","9861Y","HEARTBRAND 9861Y","AF309","B0054M","HEARTBRAND B0054M","","","","","","","AF123","H0518E","HEARTBRAND H0518E","AF9209","8482W","HEARTBRAND 8482W","AF114","HB502E","BIG AL","AF133","560G","HEARTBRAND 560G","","","","","","","","","","","","","AF107","HB 830","HIKARI","AF101","FJ461Z","DAI-HACHI 8 MARUNAMI","AF3436","S3105R","HEARTBRAND S3105R","AF1872","T1610P","HEARTBRAND T1610P","","","","","","","","","","","","","AJ110","KO 76","DAI-JU 10 MITSUMARU KO 76","AF104","FJ354B","AKIKO","AF110","HB 457","SHIGEMARU","AF101","FJ461Z","DAI-HACHI 8 MARUNAMI","","","","","","","","","","","",""
"1T237193","1224","ARTESIAN CATTLE C0271211224","AF62396","3628B","HEARTBRAND 3628B","X192170","514","514","AF19339","9973Y","HEARTBRAND 9973Y","AF14107","9538Y","HEARTBRAND 9538Y","EAR1","","RED ANGUS BULL","EAR0","","RED ANGUS COW","AF110","HB 457","SHIGEMARU","AF154","B0940J","HEARTBRAND B0940J","AF233","T0068L","HEARTBRAND T0068L","AF414","B0157M","HEARTBRAND B0157M","","","","","","","","","","","","","AJ114","TOK 27","DAI-NI 2 SHIGENAMI TOKKYU 27","AJ120","TOK 3357","DAI-YON 4 AKIBARE TOKKYU 3357","AF114","HB502E","BIG AL","AF112","FJ244C","HEARTBRAND HITOMI 244","","","","","","","","","","","","","AF109","HB 459","TAMAMARU","AF161","B0951J","HEARTBRAND B0951J","AF114","HB502E","BIG AL","AF126","S0528E","HEARTBRAND S0528E","","","","","","","","","","","",""
"1T237211","1242","ARTESIAN CATTLE C0271211242","AF101957","9260D","HEARTBRAND 9260D","X192177","521","521","AF18418","9861Y","HEARTBRAND 9861Y","AF309","B0054M","HEARTBRAND B0054M","","","","","","","AF123","H0518E","HEARTBRAND H0518E","AF9209","8482W","HEARTBRAND 8482W","AF114","HB502E","BIG AL","AF133","560G","HEARTBRAND 560G","","","","","","","","","","","","","AF107","HB 830","HIKARI","AF101","FJ461Z","DAI-HACHI 8 MARUNAMI","AF3436","S3105R","HEARTBRAND S3105R","AF1872","T1610P","HEARTBRAND T1610P","","","","","","","","","","","","","AJ110","KO 76","DAI-JU 10 MITSUMARU KO 76","AF104","FJ354B","AKIKO","AF110","HB 457","SHIGEMARU","AF101","FJ461Z","DAI-HACHI 8 MARUNAMI","","","","","","","","","","","",""
"1T237216","1247","ARTESIAN CATTLE C0271211247","AF62396","3628B","HEARTBRAND 3628B","X192173","517","517","AF19339","9973Y","HEARTBRAND 9973Y","AF14107","9538Y","HEARTBRAND 9538Y","","","","","","","AF110","HB 457","SHIGEMARU","AF154","B0940J","HEARTBRAND B0940J","AF233","T0068L","HEARTBRAND T0068L","AF414","B0157M","HEARTBRAND B0157M","","","","","","","","","","","","","AJ114","TOK 27","DAI-NI 2 SHIGENAMI TOKKYU 27","AJ120","TOK 3357","DAI-YON 4 AKIBARE TOKKYU 3357","AF114","HB502E","BIG AL","AF112","FJ244C","HEARTBRAND HITOMI 244","","","","","","","","","","","","","AF109","HB 459","TAMAMARU","AF161","B0951J","HEARTBRAND B0951J","AF114","HB502E","BIG AL","AF126","S0528E","HEARTBRAND S0528E","","","","","","","","","","","",""
"1T237225","1256","ARTESIAN CATTLE CO271221256","AF101957","9260D","HEARTBRAND 9260D","X192153","462","462","AF18418","9861Y","HEARTBRAND 9861Y","AF309","B0054M","HEARTBRAND B0054M","","","","","","","AF123","H0518E","HEARTBRAND H0518E","AF9209","8482W","HEARTBRAND 8482W","AF114","HB502E","BIG AL","AF133","560G","HEARTBRAND 560G","","","","","","","","","","","","","AF107","HB 830","HIKARI","AF101","FJ461Z","DAI-HACHI 8 MARUNAMI","AF3436","S3105R","HEARTBRAND S3105R","AF1872","T1610P","HEARTBRAND T1610P","","","","","","","","","","","","","AJ110","KO 76","DAI-JU 10 MITSUMARU KO 76","AF104","FJ354B","AKIKO","AF110","HB 457","SHIGEMARU","AF101","FJ461Z","DAI-HACHI 8 MARUNAMI","","","","","","","","","","","",""
"1T237244","1276","ARTESIAN CATTLE CO271221276","AF42320","0704Z","BEEMAN 0704Z","X209622","E667","E667","AF2794","H2530R","HEARTBRAND H2530R","AF3277","S2962R","HEARTBRAND S2962R","","","","","","","AF107","HB 830","HIKARI","AF142","S0918J","HEARTBRAND S0918J","AF110","HB 457","SHIGEMARU","AF243","S0940L","HEARTBRAND S0940L","","","","","","","","","","","","","AJ110","KO 76","DAI-JU 10 MITSUMARU KO 76","AJ117","1KY 92958","KAZUTOMO 1KYU 92958","AF110","HB 457","SHIGEMARU","AF130","J0541F","HEARTBRAND J0541F","","","","","","","","","","","","","AJ114","TOK 27","DAI-NI 2 SHIGENAMI TOKKYU 27","AJ120","TOK 3357","DAI-YON 4 AKIBARE TOKKYU 3357","AF110","HB 457","SHIGEMARU","AF154","B0940J","HEARTBRAND B0940J","","","","","","","","","","","",""
"1T237249","1281","ARTESIAN CATTLE C0271221281","AF42320","0704Z","BEEMAN 0704Z","X94193","217","217","AF2794","H2530R","HEARTBRAND H2530R","AF3277","S2962R","HEARTBRAND S2962R","","","","","","","AF107","HB 830","HIKARI","AF142","S0918J","HEARTBRAND S0918J","AF110","HB 457","SHIGEMARU","AF243","S0940L","HEARTBRAND S0940L","","","","","","","","","","","","","AJ110","KO 76","DAI-JU 10 MITSUMARU KO 76","AJ117","1KY 92958","KAZUTOMO 1KYU 92958","AF110","HB 457","SHIGEMARU","AF130","J0541F","HEARTBRAND J0541F","","","","","","","","","","","","","AJ114","TOK 27","DAI-NI 2 SHIGENAMI TOKKYU 27","AJ120","TOK 3357","DAI-YON 4 AKIBARE TOKKYU 3357","AF110","HB 457","SHIGEMARU","AF154","B0940J","HEARTBRAND B0940J","","","","","","","","","","","",""
"1T237257","1289","ARTESIAN CATTLE C0271221289","AF42320","0704Z","BEEMAN 0704Z","X93897","430","430","AF2794","H2530R","HEARTBRAND H2530R","AF3277","S2962R","HEARTBRAND S2962R","","","","","","","AF107","HB 830","HIKARI","AF142","S0918J","HEARTBRAND S0918J","AF110","HB 457","SHIGEMARU","AF243","S0940L","HEARTBRAND S0940L","","","","","","","","","","","","","AJ110","KO 76","DAI-JU 10 MITSUMARU KO 76","AJ117","1KY 92958","KAZUTOMO 1KYU 92958","AF110","HB 457","SHIGEMARU","AF130","J0541F","HEARTBRAND J0541F","","","","","","","","","","","","","AJ114","TOK 27","DAI-NI 2 SHIGENAMI TOKKYU 27","AJ120","TOK 3357","DAI-YON 4 AKIBARE TOKKYU 3357","AF110","HB 457","SHIGEMARU","AF154","B0940J","HEARTBRAND B0940J","","","","","","","","","","","",""
"1T237264","1296","ARTESIAN CATTLE CO271221296","AF42320","0704Z","BEEMAN 0704Z","X209628","E696","E696","AF2794","H2530R","HEARTBRAND H2530R","AF3277","S2962R","HEARTBRAND S2962R","","","","","","","AF107","HB 830","HIKARI","AF142","S0918J","HEARTBRAND S0918J","AF110","HB 457","SHIGEMARU","AF243","S0940L","HEARTBRAND S0940L","","","","","","","","","","","","","AJ110","KO 76","DAI-JU 10 MITSUMARU KO 76","AJ117","1KY 92958","KAZUTOMO 1KYU 92958","AF110","HB 457","SHIGEMARU","AF130","J0541F","HEARTBRAND J0541F","","","","","","","","","","","","","AJ114","TOK 27","DAI-NI 2 SHIGENAMI TOKKYU 27","AJ120","TOK 3357","DAI-YON 4 AKIBARE TOKKYU 3357","AF110","HB 457","SHIGEMARU","AF154","B0940J","HEARTBRAND B0940J","","","","","","","","","","","",""
