"animal_registration","phn","animal_name","sire","sire_phn","sire_name","dam","dam_phn","dam_name","sire_sire","sire_sire_phn","sire_sire_name","sire_dam","sire_dam_phn","sire_dam_name","dam_sire","dam_sire_phn","dam_sire_name","dam_dam","dam_dam_phn","dam_dam_name","sire_sire_sire","sire_sire_sire_phn","sire_sire_sire_name","sire_sire_dam","sire_sire_dam_phn","sire_sire_dam_name","sire_dam_sire","sire_dam_sire_phn","sire_dam_sire_name","sire_dam_dam","sire_dam_dam_phn","sire_dam_dam_name","dam_sire_sire","dam_sire_sire_phn","dam_sire_sire_name","dam_sire_dam","dam_sire_dam_phn","dam_sire_dam_name","dam_dam_sire","dam_dam_sire_phn","dam_dam_sire_name","dam_dam_dam","dam_dam_dam_phn","dam_dam_dam_name","sire_sire_sire_sire","sire_sire_sire_sire_phn","sire_sire_sire_sire_name","sire_sire_sire_dam","sire_sire_sire_dam_phn","sire_sire_sire_dam_name","sire_sire_dam_sire","sire_sire_dam_sire_phn","sire_sire_dam_sire_name","sire_sire_dam_dam","sire_sire_dam_dam_phn","sire_sire_dam_dam_name","dam_sire_sire_sire","dam_sire_sire_sire_phn","dam_sire_sire_sire_name","dam_sire_sire_dam","dam_sire_sire_dam_phn","dam_sire_sire_dam_name","dam_sire_dam_sire","dam_sire_dam_sire_phn","dam_sire_dam_sire_name","dam_sire_dam_dam","dam_sire_dam_dam_phn","dam_sire_dam_dam_name","sire_dam_sire_sire","sire_dam_sire_sire_phn","sire_dam_sire_sire_name","sire_dam_sire_dam","sire_dam_sire_dam_phn","sire_dam_sire_dam_name","sire_dam_dam_sire","sire_dam_dam_sire_phn","sire_dam_dam_sire_name","sire_dam_dam_dam","sire_dam_dam_dam_phn","sire_dam_dam_dam_name","dam_dam_sire_sire","dam_dam_sire_sire_phn","dam_dam_sire_sire_name","dam_dam_sire_dam","dam_dam_sire_dam_phn","dam_dam_sire_dam_name","dam_dam_dam_sire","dam_dam_dam_sire_phn","dam_dam_dam_sire_name","dam_dam_dam_dam","dam_dam_dam_dam_phn","dam_dam_dam_dam_name"
"AF237291","J11","ARTESIAN S5296S J11","AF5734","S5296S","HEARTBRAND S5296S","AF21704","7224Z","MCC 7224Z","AF110","HB 457","SHIGEMARU","AF138","B0905J","HEARTBRAND B0905J","AF109","HB 459","TAMAMARU","AF643","C0383N","HEARTBRAND C0383N","AJ114","TOK 27","DAI-NI 2 SHIGENAMI TOKKYU 27","AJ120","TOK 3357","DAI-YON 4 AKIBARE TOKKYU 3357","AF114","HB502E","BIG AL","AF106","FJ357B","FUYUKO","AJ125","TOK 96","DAI-GO 5 TAMANAMI TOKKYU 96","AF101","FJ461Z","DAI-HACHI 8 MARUNAMI","AF123","H0518E","HEARTBRAND H0518E","AF149","S0928J","HEARTBRAND S0928J","AJ100","KO 48","SHIGENAMI KO 48","AJ086","KO 1842","DAI 2 TAMASHIGE KO 1842","AJ112","KO 65","DAI-JYUU 10 SHIGEKAWA KO 65","AJ084","1KYU 53244","DAI-NI 2 AKIBARE 1KYU 53244","AJ116","KO 70","TAMANAMI KO 70","AJ133","KO 2030","FUJIMITSU KO 2030","AJ093","KO 71","DAI-SAN 3 MITSUMARU KO 71","AJ123","TOK 14289","DAI-HICHI 7 MARUNAMI TOK 14289","AJ110","KO 76","DAI-JU 10 MITSUMARU KO 76","AF104","FJ354B","AKIKO","AJ094","TOK 30","DAI-SAN 3 MITSUMARU TOKKYU 30","AJ106","1KY 85689","SAKAE 1KYU 85689","AF107","HB 830","HIKARI","AF101","FJ461Z","DAI-HACHI 8 MARUNAMI","AF110","HB 457","SHIGEMARU","AF103","FJ352B","UME"
"AF251294","K02","ARTESIAN K02","AF112600","9254E","HEARTBRAND 9254E ET","AF106012","7A07","CROSSWINDS 7A07","AF6971","S5394S","HEARTBRAND JOE S5394S","AF6941","P0395S","HEARTBRAND P0395S","AF11041","725Y","MCC 725Y","AF21694","7214Z","MCC 7214Z","AF110","HB 457","SHIGEMARU","AF263","B0004M","HEARTBRAND B0004M","AF594","C0334N","HEARTBRAND C0334N","AF655","H0395N","HEARTBRAND H0395N","AF109","HB 459","TAMAMARU","AF2014","S1754P","HEARTBRAND S1754P","AF123","H0518E","HEARTBRAND H0518E","AF995","S0741N","HEARTBRAND S0741N","AJ114","TOK 27","DAI-NI 2 SHIGENAMI TOKKYU 27","AJ120","TOK 3357","DAI-YON 4 AKIBARE TOKKYU 3357","AF114","HB502E","BIG AL","AF106","FJ357B","FUYUKO","AJ125","TOK 96","DAI-GO 5 TAMANAMI TOKKYU 96","AF101","FJ461Z","DAI-HACHI 8 MARUNAMI","AF110","HB 457","SHIGEMARU","AF103","FJ352B","UME","AF123","H0518E","HEARTBRAND H0518E","AF146","T0923J","HEARTBRAND T0923J","AF107","HB 830","HIKARI","AF216","S0753L","HEARTBRAND S0753L","AF107","HB 830","HIKARI","AF101","FJ461Z","DAI-HACHI 8 MARUNAMI","AF110","HB 457","SHIGEMARU","AF105","FJ355B","HARUKO"
"AF251296","K11","ARTESIAN K11","AF112600","9254E","HEARTBRAND 9254E ET","AF91302","6875","MCC 6875","AF6971","S5394S","HEARTBRAND JOE S5394S","AF6941","P0395S","HEARTBRAND P0395S","AF11041","725Y","MCC 725Y","AF20799","7247Z","HEARTBRAND 7247Z","AF110","HB 457","SHIGEMARU","AF263","B0004M","HEARTBRAND B0004M","AF594","C0334N","HEARTBRAND C0334N","AF655","H0395N","HEARTBRAND H0395N","AF109","HB 459","TAMAMARU","AF2014","S1754P","HEARTBRAND S1754P","AF5511","S4961S","HEARTBRAND S4961S","AF339","B0087M","HEARTBRAND B0087M","AJ114","TOK 27","DAI-NI 2 SHIGENAMI TOKKYU 27","AJ120","TOK 3357","DAI-YON 4 AKIBARE TOKKYU 3357","AF114","HB502E","BIG AL","AF106","FJ357B","FUYUKO","AJ125","TOK 96","DAI-GO 5 TAMANAMI TOKKYU 96","AF101","FJ461Z","DAI-HACHI 8 MARUNAMI","AF110","HB 457","SHIGEMARU","AF103","FJ352B","UME","AF123","H0518E","HEARTBRAND H0518E","AF146","T0923J","HEARTBRAND T0923J","AF107","HB 830","HIKARI","AF216","S0753L","HEARTBRAND S0753L","AF110","HB 457","SHIGEMARU","AF263","B0004M","HEARTBRAND B0004M","AF114","HB502E","BIG AL","AF102","FJ351B","NAMIKO"
"AF251300","K15","ARTESIAN K15","AF112600","9254E","HEARTBRAND 9254E ET","AF11048","736Y","MCC 736Y","AF6971","S5394S","HEARTBRAND JOE S5394S","AF6941","P0395S","HEARTBRAND P0395S","AF4596","H4094S","HEARTBRAND H4094S","AF509","T0225N","HEARTBRAND T0225N","AF110","HB 457","SHIGEMARU","AF263","B0004M","HEARTBRAND B0004M","AF594","C0334N","HEARTBRAND C0334N","AF655","H0395N","HEARTBRAND H0395N","AF107","HB 830","HIKARI","AF237","T0946L","HEARTBRAND T0946L","AF109","HB 459","TAMAMARU","AF9647","S0543F","HEARTBRAND S0543F","AJ114","TOK 27","DAI-NI 2 SHIGENAMI TOKKYU 27","AJ120","TOK 3357","DAI-YON 4 AKIBARE TOKKYU 3357","AF114","HB502E","BIG AL","AF106","FJ357B","FUYUKO","AJ110","KO 76","DAI-JU 10 MITSUMARU KO 76","AJ117","1KY 92958","KAZUTOMO 1KYU 92958","AF109","HB 459","TAMAMARU","AF156","S0946J","HEARTBRAND S0946J","AF123","H0518E","HEARTBRAND H0518E","AF146","T0923J","HEARTBRAND T0923J","AF107","HB 830","HIKARI","AF216","S0753L","HEARTBRAND S0753L","AJ125","TOK 96","DAI-GO 5 TAMANAMI TOKKYU 96","AF101","FJ461Z","DAI-HACHI 8 MARUNAMI","AF110","HB 457","SHIGEMARU","AF101","FJ461Z","DAI-HACHI 8 MARUNAMI"
"AF251301","K16","ARTESIAN K16","AF112600","9254E","HEARTBRAND 9254E ET","AF178228","0A15","0A15","AF6971","S5394S","HEARTBRAND JOE S5394S","AF6941","P0395S","HEARTBRAND P0395S","AF67964","82X","ANIMAE / COMMACHE 82X","AF11048","736Y","MCC 736Y","AF110","HB 457","SHIGEMARU","AF263","B0004M","HEARTBRAND B0004M","AF594","C0334N","HEARTBRAND C0334N","AF655","H0395N","HEARTBRAND H0395N","AF11041","725Y","MCC 725Y","AF13782","9082X","HEARTBRAND 9082X","AF4596","H4094S","HEARTBRAND H4094S","AF509","T0225N","HEARTBRAND T0225N","AJ114","TOK 27","DAI-NI 2 SHIGENAMI TOKKYU 27","AJ120","TOK 3357","DAI-YON 4 AKIBARE TOKKYU 3357","AF114","HB502E","BIG AL","AF106","FJ357B","FUYUKO","AF109","HB 459","TAMAMARU","AF2014","S1754P","HEARTBRAND S1754P","AF5112","B4643S","HEARTBRAND B4643S","AF2018","B1758P","HEARTBRAND B1758P","AF123","H0518E","HEARTBRAND H0518E","AF146","T0923J","HEARTBRAND T0923J","AF107","HB 830","HIKARI","AF216","S0753L","HEARTBRAND S0753L","AF107","HB 830","HIKARI","AF237","T0946L","HEARTBRAND T0946L","AF109","HB 459","TAMAMARU","AF9647","S0543F","HEARTBRAND S0543F"
"AF251303","K18","ARTESIAN L126 PROSPERA K18","EAF128755","CCCFL0126","BALD RIDGE PROXIMO ","AF21704","7224Z","MCC 7224Z","EAF128751","H0019","BALD RIDGE TAMANINJA","EAF128754","CCCFH0025","BALD RIDGE AISURU","AF109","HB 459","TAMAMARU","AF643","C0383N","HEARTBRAND C0383N","AF109","HB 459","TAMAMARU","EAF128750","C767","KALFC0767","EAF101671","KALFB0125","KALANGA KAJIKARI B0125","EAF128753","KALFC0031","KALANGA F C031","AJ125","TOK 96","DAI-GO 5 TAMANAMI TOKKYU 96","AF101","FJ461Z","DAI-HACHI 8 MARUNAMI","AF123","H0518E","HEARTBRAND H0518E","AF149","S0928J","HEARTBRAND S0928J","AJ125","TOK 96","DAI-GO 5 TAMANAMI TOKKYU 96","AF101","FJ461Z","DAI-HACHI 8 MARUNAMI","EAF101669","S363","TWA KAJIKARI","EAF101670","KALFV2277","KALANGA ALMIKO V2277","AJ116","KO 70","TAMANAMI KO 70","AJ133","KO 2030","FUJIMITSU KO 2030","AJ093","KO 71","DAI-SAN 3 MITSUMARU KO 71","AJ123","TOK 14289","DAI-HICHI 7 MARUNAMI TOK 14289","EAF101669","S363","TWA KAJIKARI","EAF101670","KALFV2277","KALANGA ALMIKO V2277","EAF82294","21392139","RED EMPEROR","EAF128752","T066","STANWAG YELLOW 66","AF107","HB 830","HIKARI","AF101","FJ461Z","DAI-HACHI 8 MARUNAMI","AF110","HB 457","SHIGEMARU","AF103","FJ352B","UME"
"AF251311","K01","ARTESIAN 1066 HAVEN K01","EAF97355","1066C","SOR HASTINGS 1066C ET","AF21759","7209Z","MCC 7209Z","AF114","HB502E","BIG AL","EAF80400","54","KAEDEMARU 2","AF5789","S5502S","HEARTBRAND S5502S","AF3022","B2728R","HEARTBRAND B2728R","AJ110","KO 76","DAI-JU 10 MITSUMARU KO 76","AF104","FJ354B","AKIKO","AF109","HB 459","TAMAMARU","EAF80399","WSI 4E","KAEDEMARU","AF110","HB 457","SHIGEMARU","AF813","H0554N","HEARTBRAND H0554N","AF114","HB502E","BIG AL","AF6908","S0006L","HEARTBRAND S0006L","AJ097","TOK 22","DAI-NI 2 MITSUMARU TOKKYU 22","AJ101","KO 2739","GODAI KO 2739","AJ108","KO 74","NAMIMARU KO 74","AJ099","TOK 9639","MITSUKO TOKKYU 9639","AJ114","TOK 27","DAI-NI 2 SHIGENAMI TOKKYU 27","AJ120","TOK 3357","DAI-YON 4 AKIBARE TOKKYU 3357","AF107","HB 830","HIKARI","AF148","T0925J","HEARTBRAND T0925J","AJ125","TOK 96","DAI-GO 5 TAMANAMI TOKKYU 96","AF101","FJ461Z","DAI-HACHI 8 MARUNAMI","AJ110","KO 76","DAI-JU 10 MITSUMARU KO 76","AJ97002","CFB154","DAI-SAN NAMIAKI NI","AJ110","KO 76","DAI-JU 10 MITSUMARU KO 76","AF104","FJ354B","AKIKO","AF110","HB 457","SHIGEMARU","AF105","FJ355B","HARUKO"
"AF274859","K22","ARTESIAN ZURI K22","AF126716","1147F","HEARTBRAND 1147F","AF173208","3558G","HEARTBRAND 3558G","AF40810","2421Z","HEARTBRAND 2421Z","AF12716","9536Y","HEARTBRAND 9536Y","AF37027","1779A","HEARTBRAND 1779A","AF77866","6279B","HEARTBRAND 6279B","AF123","H0518E","HEARTBRAND H0518E","AF8176","V7341U","HEARTBRAND JONIE V7341U","AF233","T0068L","HEARTBRAND T0068L","AF4625","S4122S","HEARTBRAND S4122S","AF6971","S5394S","HEARTBRAND JOE S5394S","AF1266","H1010P","HEARTBRAND H1010P","AF9078","8015W","HEARTBRAND 8015W","AF1534","T1267P","HEARTBRAND T1267P","AF107","HB 830","HIKARI","AF101","FJ461Z","DAI-HACHI 8 MARUNAMI","AF110","HB 457","SHIGEMARU","AF2003","S1741P","HEARTBRAND S1741P","AF110","HB 457","SHIGEMARU","AF263","B0004M","HEARTBRAND B0004M","AF107","HB 830","HIKARI","AF144","S0919J","HEARTBRAND S0919J","AF109","HB 459","TAMAMARU","AF161","B0951J","HEARTBRAND B0951J","AF110","HB 457","SHIGEMARU","AF689","B0427N","HEARTBRAND B0427N","AF3812","B3314R","HEARTBRAND B3314R","AF1491","T1244P","HEARTBRAND T1244P","AF109","HB 459","TAMAMARU","AF156","S0946J","HEARTBRAND S0946J"
"AF274860","K23","ARTESIAN SHILOH K23","AF148442","3114G","HEARTBRAND 3114G ET","AF173156","3553G","HEARTBRAND 3553G","AF7269","S6386U","HEARTBRAND KC S6386U","AF3415","C3086R","HEARTBRAND C3086R","AF18418","9861Y","HEARTBRAND 9861Y","AF10426","9497X","HEARTBRAND 9497X","AF110","HB 457","SHIGEMARU","AF230","C0062L","HEARTBRAND C0062L","AF123","H0518E","HEARTBRAND H0518E","AF146","T0923J","HEARTBRAND T0923J","AF123","H0518E","HEARTBRAND H0518E","AF9209","8482W","HEARTBRAND 8482W","AF5632","S5191S","HEARTBRAND S5191S","AF3135","B2827R","HEARTBRAND B2827R","AJ114","TOK 27","DAI-NI 2 SHIGENAMI TOKKYU 27","AJ120","TOK 3357","DAI-YON 4 AKIBARE TOKKYU 3357","AF123","H0518E","HEARTBRAND H0518E","AF141","S0917J","HEARTBRAND S0917J","AF107","HB 830","HIKARI","AF101","FJ461Z","DAI-HACHI 8 MARUNAMI","AF3436","S3105R","HEARTBRAND S3105R","AF1872","T1610P","HEARTBRAND T1610P","AF107","HB 830","HIKARI","AF101","FJ461Z","DAI-HACHI 8 MARUNAMI","AF109","HB 459","TAMAMARU","AF115","T0504E","HEARTBRAND T0504E","AF110","HB 457","SHIGEMARU","AF357","B0094M","HEARTBRAND B0094M","AF114","HB502E","BIG AL","AF142","S0918J","HEARTBRAND S0918J"
"AF274861","K26","ARTESIAN THEA K26","AF30268","989Z","HEARTBRAND 989Z","AF170039","3494G","HEARTBRAND 3494G","AF109","HB 459","TAMAMARU","AF4342","B3886S","HEARTBRAND B3886S","AF40810","2421Z","HEARTBRAND 2421Z","AF68068","5726","MCC5726","AJ125","TOK 96","DAI-GO 5 TAMANAMI TOKKYU 96","AF101","FJ461Z","DAI-HACHI 8 MARUNAMI","AF114","HB502E","BIG AL","AF147","T0930J","HEARTBRAND T0930J","AF123","H0518E","HEARTBRAND H0518E","AF8176","V7341U","HEARTBRAND JONIE V7341U","AF13831","9131X","HEARTBRAND BUBBA BROWN 9131X","AF33724","7A976","MCC 7A976","AJ116","KO 70","TAMANAMI KO 70","AJ133","KO 2030","FUJIMITSU KO 2030","AJ093","KO 71","DAI-SAN 3 MITSUMARU KO 71","AJ123","TOK 14289","DAI-HICHI 7 MARUNAMI TOK 14289","AF107","HB 830","HIKARI","AF101","FJ461Z","DAI-HACHI 8 MARUNAMI","AF110","HB 457","SHIGEMARU","AF2003","S1741P","HEARTBRAND S1741P","AJ110","KO 76","DAI-JU 10 MITSUMARU KO 76","AF104","FJ354B","AKIKO","AF109","HB 459","TAMAMARU","AF115","T0504E","HEARTBRAND T0504E","AF6935","S0132R","HEARTBRAND S0132R","AF2433","T2165R","HEARTBRAND T2165R","AF4902","B4479S","HEARTBRAND B4479S","AF643","C0383N","HEARTBRAND C0383N"
"AF291682","2321L","SIXTEEN PEAKS 2321L ET","AF40792","2142A","HEARTBRAND RHUBARB 2142A","AF42291","2107A","HEARTBRAND 2107A","AF6808","FJ101E","RUESHAW 430","AF3458","B3518R","HEARTBRAND BARBARA B3518R","AF6809","FJ102F","JUDO 1223","AF3458","B3518R","HEARTBRAND BARBARA B3518R","AJ148","H39","RUEMEI H39","AJ147","14285","FB2 KIKUTAMA 14285","AF114","HB502E","BIG AL","AF6862","S2128J","HEARTBRAND S2128J","AJ131","KO 40","SHIGETAKARA H 40","AJ143","RK23331","SAKAE RK23331","AF114","HB502E","BIG AL","AF6862","S2128J","HEARTBRAND S2128J","AJ038","H20","RYUEI H20","AJ146","H376","HARUMI H376","AJ145","H10","SOCHU H10","AJ154","1627","KIKUFUJI 1627","AJ127","11","SHIGETAMA H 11","AJ042","YOK 22765","TAKARA 3 22765","AJ141","F252","MARUZONO F252","AJ142","RK4370","KAME RK4370","AJ110","KO 76","DAI-JU 10 MITSUMARU KO 76","AF104","FJ354B","AKIKO","AF110","HB 457","SHIGEMARU","AF120","T0506E","HEARTBRAND T0506E","AJ110","KO 76","DAI-JU 10 MITSUMARU KO 76","AF104","FJ354B","AKIKO","AF110","HB 457","SHIGEMARU","AF120","T0506E","HEARTBRAND T0506E"
"AF295635","L303","ARTESIAN TIANA L303","EAF97355","1066C","SOR HASTINGS 1066C ET","AF178218","0A05","0A05","AF114","HB502E","BIG AL","EAF80400","54","KAEDEMARU 2","AF67964","82X","ANIMAE / COMMACHE 82X","AF11079","728Y","MCC 728Y","AJ110","KO 76","DAI-JU 10 MITSUMARU KO 76","AF104","FJ354B","AKIKO","AF109","HB 459","TAMAMARU","EAF80399","WSI 4E","KAEDEMARU","AF11041","725Y","MCC 725Y","AF13782","9082X","HEARTBRAND 9082X","AF110","HB 457","SHIGEMARU","AF146","T0923J","HEARTBRAND T0923J","AJ097","TOK 22","DAI-NI 2 MITSUMARU TOKKYU 22","AJ101","KO 2739","GODAI KO 2739","AJ108","KO 74","NAMIMARU KO 74","AJ099","TOK 9639","MITSUKO TOKKYU 9639","AF109","HB 459","TAMAMARU","AF2014","S1754P","HEARTBRAND S1754P","AF5112","B4643S","HEARTBRAND B4643S","AF2018","B1758P","HEARTBRAND B1758P","AJ125","TOK 96","DAI-GO 5 TAMANAMI TOKKYU 96","AF101","FJ461Z","DAI-HACHI 8 MARUNAMI","AJ110","KO 76","DAI-JU 10 MITSUMARU KO 76","AJ97002","CFB154","DAI-SAN NAMIAKI NI","AJ114","TOK 27","DAI-NI 2 SHIGENAMI TOKKYU 27","AJ120","TOK 3357","DAI-YON 4 AKIBARE TOKKYU 3357","AF109","HB 459","TAMAMARU","AF115","T0504E","HEARTBRAND T0504E"
"AF295636","L307","ARTESIAN ANNA L307","AF594","C0334N","HEARTBRAND C0334N","AF198121","4987H","HEARTBRAND 4987H","AF123","H0518E","HEARTBRAND H0518E","AF146","T0923J","HEARTBRAND T0923J","AF79135","6324B","HEARTBRAND WEST COAST 6324B ET","AF68023","5771","MCC5771","AF107","HB 830","HIKARI","AF101","FJ461Z","DAI-HACHI 8 MARUNAMI","AF109","HB 459","TAMAMARU","AF115","T0504E","HEARTBRAND T0504E","AF10053","9006X","HEARTBRAND 9006X CAPTAIN RON","AF5140","C5158S","HEARTBRAND C5158S","AF107","HB 830","HIKARI","AF2666","S2409R","MYERS-COOPER QUEEN S2409R","AJ110","KO 76","DAI-JU 10 MITSUMARU KO 76","AJ117","1KY 92958","KAZUTOMO 1KYU 92958","AJ093","KO 71","DAI-SAN 3 MITSUMARU KO 71","AJ123","TOK 14289","DAI-HICHI 7 MARUNAMI TOK 14289","AF6955","V5133S","HEARTBRAND 5133S","AF2681","S2421R","HEARTBRAND BUCKCHERRY S2421R","AF123","H0518E","HEARTBRAND H0518E","AF756","T0497N","HEARTBRAND T0497N","AJ125","TOK 96","DAI-GO 5 TAMANAMI TOKKYU 96","AF101","FJ461Z","DAI-HACHI 8 MARUNAMI","AJ110","KO 76","DAI-JU 10 MITSUMARU KO 76","AF103","FJ352B","UME","AJ110","KO 76","DAI-JU 10 MITSUMARU KO 76","AJ117","1KY 92958","KAZUTOMO 1KYU 92958","AF110","HB 457","SHIGEMARU","AF138","B0905J","HEARTBRAND B0905J"
"AF295637","L319","ARTESIAN MULAN L319","AF112600","9254E","HEARTBRAND 9254E ET","AF11079","728Y","MCC 728Y","AF6971","S5394S","HEARTBRAND JOE S5394S","AF6941","P0395S","HEARTBRAND P0395S","AF110","HB 457","SHIGEMARU","AF146","T0923J","HEARTBRAND T0923J","AF110","HB 457","SHIGEMARU","AF263","B0004M","HEARTBRAND B0004M","AF594","C0334N","HEARTBRAND C0334N","AF655","H0395N","HEARTBRAND H0395N","AJ114","TOK 27","DAI-NI 2 SHIGENAMI TOKKYU 27","AJ120","TOK 3357","DAI-YON 4 AKIBARE TOKKYU 3357","AF109","HB 459","TAMAMARU","AF115","T0504E","HEARTBRAND T0504E","AJ114","TOK 27","DAI-NI 2 SHIGENAMI TOKKYU 27","AJ120","TOK 3357","DAI-YON 4 AKIBARE TOKKYU 3357","AF114","HB502E","BIG AL","AF106","FJ357B","FUYUKO","AJ100","KO 48","SHIGENAMI KO 48","AJ086","KO 1842","DAI 2 TAMASHIGE KO 1842","AJ112","KO 65","DAI-JYUU 10 SHIGEKAWA KO 65","AJ084","1KYU 53244","DAI-NI 2 AKIBARE 1KYU 53244","AF123","H0518E","HEARTBRAND H0518E","AF146","T0923J","HEARTBRAND T0923J","AF107","HB 830","HIKARI","AF216","S0753L","HEARTBRAND S0753L","AJ125","TOK 96","DAI-GO 5 TAMANAMI TOKKYU 96","AF101","FJ461Z","DAI-HACHI 8 MARUNAMI","AJ110","KO 76","DAI-JU 10 MITSUMARU KO 76","AF103","FJ352B","UME"
"AF295638","L322","ARTESIAN BELLE L322","AF112600","9254E","HEARTBRAND 9254E ET","AF11048","736Y","MCC 736Y","AF6971","S5394S","HEARTBRAND JOE S5394S","AF6941","P0395S","HEARTBRAND P0395S","AF4596","H4094S","HEARTBRAND H4094S","AF509","T0225N","HEARTBRAND T0225N","AF110","HB 457","SHIGEMARU","AF263","B0004M","HEARTBRAND B0004M","AF594","C0334N","HEARTBRAND C0334N","AF655","H0395N","HEARTBRAND H0395N","AF107","HB 830","HIKARI","AF237","T0946L","HEARTBRAND T0946L","AF109","HB 459","TAMAMARU","AF9647","S0543F","HEARTBRAND S0543F","AJ114","TOK 27","DAI-NI 2 SHIGENAMI TOKKYU 27","AJ120","TOK 3357","DAI-YON 4 AKIBARE TOKKYU 3357","AF114","HB502E","BIG AL","AF106","FJ357B","FUYUKO","AJ110","KO 76","DAI-JU 10 MITSUMARU KO 76","AJ117","1KY 92958","KAZUTOMO 1KYU 92958","AF109","HB 459","TAMAMARU","AF156","S0946J","HEARTBRAND S0946J","AF123","H0518E","HEARTBRAND H0518E","AF146","T0923J","HEARTBRAND T0923J","AF107","HB 830","HIKARI","AF216","S0753L","HEARTBRAND S0753L","AJ125","TOK 96","DAI-GO 5 TAMANAMI TOKKYU 96","AF101","FJ461Z","DAI-HACHI 8 MARUNAMI","AF110","HB 457","SHIGEMARU","AF101","FJ461Z","DAI-HACHI 8 MARUNAMI"
"AF295640","L301","ARTESIAN ELSA L301","AF594","C0334N","HEARTBRAND C0334N","AF197130","4971H","HEARTBRAND 4971H","AF123","H0518E","HEARTBRAND H0518E","AF146","T0923J","HEARTBRAND T0923J","AF120359","0708F","HEARTBRAND 0708F","AF89103","7345D","HEARTBRAND 7345D","AF107","HB 830","HIKARI","AF101","FJ461Z","DAI-HACHI 8 MARUNAMI","AF109","HB 459","TAMAMARU","AF115","T0504E","HEARTBRAND T0504E","AF61154","3186A","HEARTBRAND RAYMOND REDDINGTON 3186A ET","AF9674","8660W","HEARTBRAND 8660W","AF30264","994Z","HEARTBRAND 994Z","AF16890","0386Y","TWINWOOD 0386Y","AJ110","KO 76","DAI-JU 10 MITSUMARU KO 76","AJ117","1KY 92958","KAZUTOMO 1KYU 92958","AJ093","KO 71","DAI-SAN 3 MITSUMARU KO 71","AJ123","TOK 14289","DAI-HICHI 7 MARUNAMI TOK 14289","AF110","HB 457","SHIGEMARU","AF4629","V5909S","HEARTBRAND V5909S","AF6935","S0132R","HEARTBRAND S0132R","AF4185","T3788S","HEARTBRAND T3788S","AJ125","TOK 96","DAI-GO 5 TAMANAMI TOKKYU 96","AF101","FJ461Z","DAI-HACHI 8 MARUNAMI","AJ110","KO 76","DAI-JU 10 MITSUMARU KO 76","AF103","FJ352B","UME","AF123","H0518E","HEARTBRAND H0518E","AF2681","S2421R","HEARTBRAND BUCKCHERRY S2421R","AF5640","H5200S","HEARTBRAND H5200S","AF418","S0168M","HEARTBRAND S0168M"
"AF295644","L306","ARTESIAN ARIEL L306","AF594","C0334N","HEARTBRAND C0334N","AF217215","5320H","HEARTBRAND 5320H","AF123","H0518E","HEARTBRAND H0518E","AF146","T0923J","HEARTBRAND T0923J","AF128715","0772F","HEARTBRAND 0772F","AF101927","9416D","HEARTBRAND 9416D","AF107","HB 830","HIKARI","AF101","FJ461Z","DAI-HACHI 8 MARUNAMI","AF109","HB 459","TAMAMARU","AF115","T0504E","HEARTBRAND T0504E","AF79047","5719C","HEARTBRAND 5719C","AF88543","7661D","HEARTBRAND 7661D","AF8464","V7146W","HEARTBRAND V7146W","AF4740","S4205S","HEARTBRAND S4205S","AJ110","KO 76","DAI-JU 10 MITSUMARU KO 76","AJ117","1KY 92958","KAZUTOMO 1KYU 92958","AJ093","KO 71","DAI-SAN 3 MITSUMARU KO 71","AJ123","TOK 14289","DAI-HICHI 7 MARUNAMI TOK 14289","AF24232","589Z","HEARTBRAND CHUCK 589Z","AF24262","645Z","HEARTBRAND 645Z","AF7269","S6386U","HEARTBRAND KC S6386U","AF60651","3175A","HEARTBRAND 3175A ET","AJ125","TOK 96","DAI-GO 5 TAMANAMI TOKKYU 96","AF101","FJ461Z","DAI-HACHI 8 MARUNAMI","AJ110","KO 76","DAI-JU 10 MITSUMARU KO 76","AF103","FJ352B","UME","AF114","HB502E","BIG AL","AF5061","T4613S","HEARTBRAND T4613S","AF110","HB 457","SHIGEMARU","AF446","T0189M","HEARTBRAND T0189M"
